family,model,size_name,parameter_count,log10_params,input_dim,output_dim,rank,rank_label,mknn,dense_raw,dense_ridge,pca_minus_dense_ridge,train_mse,test_mse,train_mse_full_ridge,test_mse_full_ridge
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,256,256,0.03387244430881904,0.015257857796765334,0.02688434543790052,0.006988098870918523,0.008128196001052856,0.008487386628985405,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,512,512,0.03619163869392737,0.015257857796765334,0.02688434543790052,0.009307293256026854,0.00400815112516284,0.004404907114803791,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_base,base,86000000,7.9344984512435675,768,768,768,full,0.02688434543790052,0.015257857796765334,0.02688434543790052,0.0,0.002600919920951128,0.0030116511043161154,0.002600919920951128,0.0030116511043161154
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,8,8,0.01827891364052487,0.024412572474824534,0.04534635337198657,-0.027067439731461702,0.1135118305683136,0.11370712518692017,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,16,16,0.02468721391516631,0.024412572474824534,0.04534635337198657,-0.020659139456820262,0.07419402152299881,0.07490704953670502,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,32,32,0.03326212999694843,0.024412572474824534,0.04534635337198657,-0.012084223375038144,0.04532968997955322,0.04570459574460983,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,64,64,0.04284406469331706,0.024412572474824534,0.04534635337198657,-0.0025022886786695148,0.02605324238538742,0.026300892233848572,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,128,128,0.048214830637778455,0.024412572474824534,0.04534635337198657,0.0028684772657918828,0.014406519010663033,0.014692801982164383,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,256,256,0.053829722306988105,0.024412572474824534,0.04534635337198657,0.008483368935001533,0.007706672418862581,0.008041911758482456,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,512,512,0.05932255111382362,0.024412572474824534,0.04534635337198657,0.013976197741837046,0.003973556216806173,0.004336872603744268,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_large,large,307000000,8.487138375477187,1024,1024,1024,full,0.04534635337198657,0.024412572474824534,0.04534635337198657,0.0,0.0019379599252715707,0.002328562783077359,0.0019379599252715707,0.002328562783077359
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,8,8,0.01959108941104669,0.02609093683246872,0.045895636252670124,-0.026304546841623436,0.005916289985179901,0.005971125327050686,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,16,16,0.028074458346048214,0.02609093683246872,0.045895636252670124,-0.01782117790662191,0.0035076637286692858,0.003551724599674344,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,32,32,0.03796155019835215,0.02609093683246872,0.045895636252670124,-0.007934086054317974,0.001986154355108738,0.0020008820574730635,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,64,64,0.045407384803173634,0.02609093683246872,0.045895636252670124,-0.0004882514494964907,0.0010854165302589536,0.0011017522774636745,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,128,128,0.054989319499542264,0.02609093683246872,0.045895636252670124,0.009093683246872139,0.0005758607876487076,0.0005896584480069578,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,256,256,0.06112297833384193,0.02609093683246872,0.045895636252670124,0.015227342081171803,0.0003003266465384513,0.00031260563991963863,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,512,512,0.06704302715898688,0.02609093683246872,0.045895636252670124,0.02114739090631676,0.00015278972568921745,0.00016561569646000862,5.8551449910737574e-05,7.263840961968526e-05
vit,official_legacy_cross_vit_huge,huge,632000000,8.800717078282386,1280,1280,1280,full,0.045895636252670124,0.02609093683246872,0.045895636252670124,0.0,5.8551449910737574e-05,7.263840961968526e-05,5.8551449910737574e-05,7.263840961968526e-05
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,8,8,0.014281354897772353,0.019926762282575526,0.039945071711931644,-0.02566371681415929,3.8417630195617676,3.9180634021759033,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,16,16,0.02331400671345743,0.019926762282575526,0.039945071711931644,-0.016631064998474214,1.9816471338272095,2.0346455574035645,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,32,32,0.03066829417149832,0.019926762282575526,0.039945071711931644,-0.009276777540433323,0.995747983455658,1.0253065824508667,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,64,64,0.037290204455294476,0.019926762282575526,0.039945071711931644,-0.002654867256637168,0.4895990192890167,0.5044474005699158,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,128,128,0.04061641745498932,0.019926762282575526,0.039945071711931644,0.0006713457430576747,0.23673707246780396,0.24863360822200775,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,256,256,0.04391211473909063,0.019926762282575526,0.039945071711931644,0.003967043027158987,0.11459140479564667,0.1227775439620018,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,512,512,0.04873359780286848,0.019926762282575526,0.039945071711931644,0.008788526090936832,0.05448102205991745,0.06086844205856323,0.019562317058444023,0.02523391880095005
ijepa,official_legacy_cross_ijepa_huge,huge,630000000,8.799340549453582,1280,1280,1280,full,0.039945071711931644,0.019926762282575526,0.039945071711931644,0.0,0.019562317058444023,0.02523391880095005,0.019562317058444023,0.02523391880095005
