family,model,parameter_count,log10_params,mode,k,k_frac,energy_retained,mknn,mknn_dense,mknn_full_ridge,lift,lift_frac_of_full
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,rank,64,0.1,0.9224019168726674,0.04018919743667989,0.017973756484589563,0.04110466890448581,0.022215440952090326,0.9604221635883905
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,rank,128,0.2,0.9715270258972102,0.04070796460176991,0.017973756484589563,0.04110466890448581,0.022734208117180348,0.9828496042216359
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,rank,256,0.4,0.9949357793585569,0.04113518462007934,0.017973756484589563,0.04110466890448581,0.023161428135489777,1.0013192612137203
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,rank,640,1.0,1.0,0.04110466890448581,0.017973756484589563,0.04110466890448581,0.023130912419896246,1.0
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,energy,5,0.0078125,0.5,0.02233750381446445,0.017973756484589563,0.04110466890448581,0.0043637473298748855,0.18865435356200527
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,energy,18,0.028125,0.75,0.03716814159292035,0.017973756484589563,0.04110466890448581,0.01919438510833079,0.8298153034300791
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,energy,51,0.0796875,0.9,0.03982300884955752,0.017973756484589563,0.04110466890448581,0.021849252364967958,0.9445910290237467
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,energy,91,0.1421875,0.95,0.04064693317058285,0.017973756484589563,0.04110466890448581,0.022673176685993286,0.9802110817941952
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,energy,206,0.321875,0.99,0.04104363747329875,0.017973756484589563,0.04110466890448581,0.023069880988709185,0.9973614775725593
convnext,official_legacy_cross_convnext_nano,15000000,7.176091259055681,energy,640,1.0,1.0,0.04110466890448581,0.017973756484589563,0.04110466890448581,0.023130912419896246,1.0
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,8,0.010416666666666666,0.6069899237325265,0.0324382056759231,0.018462007934086054,0.04211168751907232,0.013976197741837046,0.5909677419354838
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,16,0.020833333333333332,0.7285595973293726,0.03832773878547452,0.018462007934086054,0.04211168751907232,0.019865730851388465,0.84
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,32,0.041666666666666664,0.8340472599134335,0.04153188892279524,0.018462007934086054,0.04211168751907232,0.023069880988709185,0.9754838709677419
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,64,0.08333333333333333,0.9131240310824017,0.04195910894110467,0.018462007934086054,0.04211168751907232,0.023497101007018614,0.9935483870967742
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,128,0.16666666666666666,0.9647137997545268,0.04247787610619469,0.018462007934086054,0.04211168751907232,0.024015868172108636,1.0154838709677418
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,256,0.3333333333333333,0.9917836597911417,0.042264266097039975,0.018462007934086054,0.04211168751907232,0.02380225816295392,1.0064516129032257
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,rank,768,1.0,1.0,0.04211168751907232,0.018462007934086054,0.04211168751907232,0.023649679584986268,1.0
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,energy,5,0.006510416666666667,0.5,0.025267012511443393,0.018462007934086054,0.04211168751907232,0.006805004577357339,0.28774193548387095
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,energy,19,0.024739583333333332,0.75,0.040036618858712236,0.018462007934086054,0.04211168751907232,0.021574610924626182,0.912258064516129
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,energy,56,0.07291666666666667,0.9,0.04168446750076289,0.018462007934086054,0.04211168751907232,0.023222459566676838,0.9819354838709677
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,energy,101,0.13151041666666666,0.95,0.04253890753738175,0.018462007934086054,0.04211168751907232,0.024076899603295697,1.0180645161290323
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,energy,239,0.3111979166666667,0.99,0.042325297528227036,0.018462007934086054,0.04211168751907232,0.023863289594140982,1.0090322580645161
convnext,official_legacy_cross_convnext_tiny,28000000,7.447158031342219,energy,768,1.0,1.0,0.04211168751907232,0.018462007934086054,0.04211168751907232,0.023649679584986268,1.0
