model,family,K,patch,n_train,n_test,c_norm
official_legacy_cross_ijepa_giant,ijepa,16,9,298,60,0.4841853232383498
official_legacy_cross_ijepa_giant,ijepa,16,10,1261,315,0.07932488419098349
official_legacy_cross_ijepa_giant,ijepa,16,11,729,176,0.1769341571252152
official_legacy_cross_ijepa_giant,ijepa,16,12,898,201,0.21666660108169777
official_legacy_cross_ijepa_giant,ijepa,16,13,194,51,0.21563778777198375
official_legacy_cross_ijepa_giant,ijepa,16,14,1344,345,0.3617376317704497
official_legacy_cross_ijepa_giant,ijepa,16,15,500,108,0.20132603975270988
official_legacy_cross_ijepa_giant,ijepa,32,0,288,80,0.12273222482339381
official_legacy_cross_ijepa_giant,ijepa,32,1,716,179,0.10364843812660067
official_legacy_cross_ijepa_giant,ijepa,32,2,495,141,0.15430508299892165
official_legacy_cross_ijepa_giant,ijepa,32,3,368,91,0.2789365690280808
official_legacy_cross_ijepa_giant,ijepa,32,4,426,95,0.12638325535648687
official_legacy_cross_ijepa_giant,ijepa,32,5,220,56,0.17432571643067016
official_legacy_cross_ijepa_giant,ijepa,32,6,156,39,0.23170455644069882
official_legacy_cross_ijepa_giant,ijepa,32,7,315,80,0.14722034753623625
official_legacy_cross_ijepa_giant,ijepa,32,8,107,19,0.6752813770411635
official_legacy_cross_ijepa_giant,ijepa,32,9,1005,254,0.504564870967515
official_legacy_cross_ijepa_giant,ijepa,32,10,186,45,0.4887656505160273
official_legacy_cross_ijepa_giant,ijepa,32,11,466,98,0.30628401562033
official_legacy_cross_ijepa_giant,ijepa,32,12,712,200,0.1118791246331246
official_legacy_cross_ijepa_giant,ijepa,32,13,83,11,0.5694604979161504
official_legacy_cross_ijepa_giant,ijepa,32,14,213,48,0.34238170453373895
official_legacy_cross_ijepa_giant,ijepa,32,15,596,141,0.3271123300836419
official_legacy_cross_ijepa_giant,ijepa,32,16,186,46,0.13423167196343191
official_legacy_cross_ijepa_giant,ijepa,32,17,773,199,0.4310941075198673
official_legacy_cross_ijepa_giant,ijepa,32,18,371,85,0.6191047085265917
official_legacy_cross_ijepa_giant,ijepa,32,19,879,253,0.11478370299078926
official_legacy_cross_ijepa_giant,ijepa,32,20,113,23,0.3998549773132859
official_legacy_cross_ijepa_giant,ijepa,32,21,734,166,0.36486446710713377
official_legacy_cross_ijepa_giant,ijepa,32,22,349,75,0.11755595227779429
official_legacy_cross_ijepa_giant,ijepa,32,23,430,104,0.1540322398495532
official_legacy_cross_ijepa_giant,ijepa,32,24,201,56,0.21697078390928476
official_legacy_cross_ijepa_giant,ijepa,32,25,362,80,0.5247970451856447
official_legacy_cross_ijepa_giant,ijepa,32,26,247,57,0.26743536145194396
official_legacy_cross_ijepa_giant,ijepa,32,27,618,142,0.2158193199037306
official_legacy_cross_ijepa_giant,ijepa,32,28,492,134,0.12836458221968794
official_legacy_cross_ijepa_giant,ijepa,32,29,137,41,0.4188836065315829
official_legacy_cross_ijepa_giant,ijepa,32,30,783,225,0.43760616607288483
official_legacy_cross_ijepa_giant,ijepa,32,31,80,14,0.13578767566097535
