cell,fixture,sampling,noise,anchor_i,sample_id,K_H_T2,K_dir_T2,K_H_T3,K_dir_T3,K_H_pw,K_dir_pw,q_n_eff,q_design_cond,radius_lat,s_x,rms_eps
F1_S0_N0,F1,S0,N0,60,100180,0.24122317026525228,0.245370934463035,0.3008571501576302,0.3030242005502168,0.5624999999999994,0.5624999999999994,1024,57.560265040514736,0.8742309590934085,0.7999234138894432,0.0
F1_S0_N0,F1,S0,N0,61,100198,0.15864526830445388,0.16962316902884272,0.29546641908224053,0.30673557691553754,0.5624999999999998,0.5624999999999998,1024,160.00836356960343,1.218562807022313,0.7999234138894432,0.0
F1_S0_N0,F1,S0,N0,62,100159,0.2026191941038779,0.21051254267650701,0.28681546931037005,0.29056438525292405,0.5624999999999993,0.5624999999999993,1024,104.69369402300717,1.0786966346368343,0.7999234138894432,0.0
F1_S0_N0,F1,S0,N0,63,100086,0.18791519100103812,0.19625751849014833,0.30001137877443484,0.31001701394898007,0.5625000000000004,0.5625000000000004,1024,125.80455131114243,1.1294228712463878,0.7999234138894432,0.0
F2_S0_N0,F2,S0,N0,0,100244,0.0013860375765417593,0.029068223561027347,0.0008157111198928906,0.036907739199720256,5.47267240689165e-31,0.11111111111111119,1024,167.0339450905478,1.7564974844637837,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,1,100047,0.003105112934348291,0.029699593551381083,0.004243327653415856,0.042357333663082586,1.5976003838197962e-31,0.11111111111111126,1024,198.23668779904185,1.601397285347514,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,2,100073,5.48933403600245e-05,0.024936436568622503,3.2999705269338166e-07,0.041179607234053665,2.723154092246269e-31,0.11111111111111106,1024,89.37779462541913,1.4993371893695624,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,3,100211,0.0005310739003973985,0.026374031614333705,0.000337675049303993,0.043342043237040204,2.0651828370217212e-31,0.11111111111111102,1024,101.12502616231664,1.4824553512742469,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,4,100020,0.0022359449439963708,0.03250355104375859,1.0422908429814968e-05,0.05004749619988853,2.0384000683795615e-31,0.11111111111111116,1024,209.52778470986578,1.6985937979778494,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,5,100043,0.00014655787219612315,0.031339514319764956,0.0011389302395400764,0.0607454006415047,3.182275737054561e-31,0.11111111111111116,1024,190.82099377838995,1.8488139201269447,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,6,100127,0.008314526012943487,0.03661898965275326,0.008776956848486995,0.035389236403634304,1.6733478291935634e-31,0.11111111111111094,1024,306.00435010517776,1.6662452465493045,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,7,100101,0.24041370253711852,0.3592768882103356,0.05848976964082365,0.07171478808286409,1.2147088071008885e-30,0.11111111111111109,1024,1224.5340696765547,2.459048261307821,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,8,100152,1.687081585114294e-05,0.02401772887347864,0.00010367598406566157,0.04055887217101463,3.1838307659296626e-31,0.111111111111111,1024,81.23337463547986,1.3728146885516574,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,9,100169,0.14115318295878404,0.22163605062102848,0.1387558968557676,0.18490955013630284,2.793444775294084e-31,0.11111111111111129,1024,1190.3599960140596,2.2221617452881786,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,10,100149,7.876410389154808e-05,0.02761391168643594,0.001315883803410778,0.03922527143356955,3.4306606321191874e-31,0.11111111111111109,1024,138.19895910583344,1.740066328751057,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,11,100167,0.04184793036454419,0.09936771535119439,0.005152776591184066,0.05134883371847282,2.9696219254611946e-31,0.11111111111111106,1024,513.0258484913406,2.2119182788774903,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,12,100145,4.371899879241227e-05,0.024409870743099048,7.511629117107475e-06,0.04253567286488515,2.245694147817974e-31,0.11111111111111109,1024,82.65806652592565,1.4063621238961166,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,13,100035,0.08353762294321491,0.15597615806781573,0.05254214359599599,0.08754041803105439,4.254069133833735e-31,0.11111111111111097,1024,956.3660169764295,2.2465978482275446,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,14,100208,0.0028664018415576462,0.029760433564415243,0.002867446375812839,0.044188456034242624,3.1527846996822612e-31,0.11111111111111116,1024,195.10375191044525,1.7002598021383197,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,15,100052,0.00332212722085173,0.03172320325676274,0.0010410860630943783,0.044778982823432636,3.4822397960906133e-31,0.11111111111111109,1024,197.63435112260944,1.8147797608896536,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,16,100134,0.0008805891749954425,0.06112425902493065,0.0010161792696751907,0.048203213894489644,6.201975080566951e-31,0.11111111111111116,1024,489.7672713868162,2.413868087442487,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,17,100222,1.9777719187971462e-05,0.02384953631122042,9.512241344785427e-05,0.040749336314300943,1.5228883138702332e-31,0.11111111111111116,1024,74.96978994424073,1.3702350528718317,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,18,100221,0.0003959925766532,0.030709897609683106,3.595309325909181e-05,0.045205159732674,2.8882724923220934e-31,0.111111111111111,1024,208.44867886306798,1.8925014362346109,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,19,100230,6.001473982750292e-06,0.0272517251365199,0.0035093977321550298,0.03605581554620347,3.2394263916005793e-31,0.11111111111111101,1024,95.5001238919803,1.4476829258454034,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,20,100214,0.0034690715062751197,0.033585841196389604,0.001142124818325022,0.04020730637898201,2.893970730575063e-31,0.1111111111111111,1024,217.8997464021322,1.6774360207797474,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,21,100046,2.474234544192222e-05,0.02274597474515933,0.000764419222575084,0.04219664459958039,2.2156286463564273e-31,0.11111111111111122,1024,68.74231850013422,1.3278050223547564,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,22,100253,0.0026203478745995042,0.032265655261438056,0.008180938434256498,0.03879004152576548,3.629053427522792e-31,0.111111111111111,1024,198.96214359135655,1.609076470037716,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,23,100147,1.8959321494194235e-05,0.022784202783654936,0.00029497734402942645,0.03486185916725322,2.892053352352078e-31,0.11111111111111126,1024,64.65663804884144,1.3006074430451382,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,24,100139,0.0003321295673585711,0.02269499851594695,0.0012884808962376547,0.030437532944174426,4.351513871842902e-31,0.11111111111111109,1024,137.89598563874495,1.3669945691778558,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,25,100014,0.00957189318970028,0.05311799155672513,9.497941930185214e-05,0.05355827703043378,3.2093720591720754e-31,0.11111111111111116,1024,373.06239599996303,2.1136870541943336,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,26,100108,0.01423856536839487,0.08696692882491702,0.0001907187155054419,0.06821721579487411,3.064295600842191e-31,0.11111111111111116,1024,565.5141361999662,2.4348313384841136,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,27,100084,0.0027921030086989988,0.031481021054373476,0.008518240266172374,0.03506487663591864,1.9475486960920787e-31,0.11111111111111133,1024,169.6082068837245,1.726139057045257,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,28,100236,0.010370936609607891,0.062365532143474796,0.0031857699911678875,0.03868498771305806,6.242974325183236e-31,0.11111111111111126,1024,442.8110912283862,2.2397149366857025,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,29,100189,0.0011829078740778116,0.07250587954190042,0.0016611863415448703,0.03998797425133441,3.347453382045667e-31,0.11111111111111104,1024,561.7205424173281,2.5014249447501875,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,30,100184,0.03394706567725928,0.07840716609549361,0.025406042592914412,0.08471028466598464,2.4237904757246167e-31,0.11111111111111109,1024,558.815440619434,2.0457016924094504,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,31,100204,0.0001749351381445583,0.02854189047957152,0.0003813616848130074,0.041239644882883494,2.926168671083675e-31,0.11111111111111116,1024,177.54436006216474,1.8404498869072197,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,32,100252,0.08697303371017986,0.1630914746686337,0.003372054850395006,0.051726789678576635,3.1766520692244714e-31,0.11111111111111113,1024,614.968251609593,2.347062528270267,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,33,100081,0.00017907733852238147,0.023445494460906338,0.00035186266764350004,0.03310494942032863,2.9613476863881363e-31,0.111111111111111,1024,96.67960272775844,1.3979894314806456,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,34,100176,4.621923864110467e-05,0.025959802012516808,0.0011059523664845965,0.05984650653151921,1.2142543080876148e-31,0.11111111111111088,1024,130.400634928522,1.7514467914461362,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,35,100168,0.00015366961960285334,0.02477118372349408,0.00030310256657656585,0.04455821221888439,3.894307930178145e-31,0.11111111111111101,1024,83.96532516536078,1.442228398837156,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,36,100038,0.07196008033026524,0.12495786200144024,0.3577212298522751,0.49456598966697246,9.888580123758826e-31,0.11111111111111119,1024,1191.311709574219,2.061058502168834,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,37,100135,0.001502348886499684,0.027071422983030752,0.0006715635503515524,0.0378839978819874,3.8247599538485384e-31,0.11111111111111109,1024,152.94930549912837,1.5928510941538405,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,38,100106,6.0249754425669e-05,0.030402376698710345,0.00019273643521327998,0.05212453953546783,6.523166099040717e-31,0.11111111111111104,1024,192.02664950554615,1.8975361806797992,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,39,100065,0.001346798289292969,0.02876562757958312,9.543136969027733e-07,0.03285180868563367,4.219914222983035e-31,0.11111111111111105,1024,144.37671960719078,1.6991901622045305,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,40,100092,0.005090892804207217,0.043931035559897205,0.005459286575074524,0.038422630928734075,4.945892951282515e-31,0.11111111111111105,1024,320.91324082993066,2.0471699499350056,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,41,100238,0.045603725894934465,0.09794590651436513,0.08134611691195526,0.13072749041173032,1.98866993498146e-31,0.11111111111111104,1024,618.1921039747104,2.0899887715018393,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,42,100112,0.006027439515968747,0.03364605727482907,0.007474221702931269,0.039130331594690426,1.6949895030382473e-31,0.11111111111111126,1024,262.29943447706046,1.7068256895473426,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,43,100071,1.3529908052914768,1.7391331448436373,5.309616865708597,6.461141522736569,8.439632167796841e-31,0.11111111111111119,1024,6989.99465492253,2.793259319742668,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,44,100045,0.0015921582862134245,0.03262663467332685,0.0001336908308727999,0.059632106152895874,3.7194729029819733e-31,0.11111111111111105,1024,216.75274841720764,1.9068417955941255,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,45,100215,1.1630164682820725e-05,0.02456171087613994,0.0005009850810317767,0.03778866506761051,4.749109468256614e-31,0.11111111111111108,1024,84.02293717400252,1.4246878254628204,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,46,100072,0.7594314377467023,1.5152944216765125,0.006555661344491741,0.09104508269123837,2.3875233085138416e-31,0.11111111111111116,1024,2287.9698443589723,3.372943143363732,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,47,100120,0.008396129418471449,0.042697148764792046,0.007565593608594771,0.055767799799750536,3.5287113195582813e-31,0.11111111111111116,1024,282.64102835955066,1.8787166900770367,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,48,100037,0.001476280920666859,0.0237663905505075,0.004279920525550877,0.035606259258544104,2.208543236607411e-31,0.1111111111111111,1024,173.94828402050086,1.492451124111429,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,49,100026,0.00015420471791619295,0.023466294532257317,0.000345565125639222,0.040718991664176384,2.3441850578914507e-31,0.1111111111111111,1024,108.12355695849813,1.4769662418443903,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,50,100021,0.0025418419456637448,0.3427585447617566,0.0008910514082980945,0.06802194908467858,3.431868028284665e-31,0.1111111111111111,1024,1418.9804896555597,3.0561194831055065,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,51,100033,0.002634796204960434,0.02888806025382879,0.0015954452383779851,0.03845285323757586,2.8246126728352746e-31,0.11111111111111084,1024,202.10248807900277,1.6137669561504273,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,52,100223,0.019192344879943944,0.05656855974699769,0.0045022255181482685,0.05405042906642975,3.024315744926939e-31,0.1111111111111111,1024,368.82414116317864,2.0622155172164076,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,53,100036,0.012960999704791755,0.05290682293726549,1.619369056417241e-05,0.03885648567951995,1.7662810019763525e-31,0.11111111111111106,1024,351.73032835006444,2.1523524681523307,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,54,100217,0.0007397795750462194,0.02670505172897754,0.00017597600480511667,0.03500878353698376,3.6235610477180097e-31,0.11111111111111109,1024,139.11770580007067,1.661458805849759,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,55,100023,5.823718803049241e-06,0.02325956175516493,0.00018125818451335902,0.041437815674104074,5.445265293251328e-31,0.1111111111111111,1024,95.71275158693497,1.415255472713863,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,56,100060,0.0024644141127627226,0.03590836381062494,1.7107572821264554e-05,0.031608429742986534,2.675054701957254e-31,0.11111111111111101,1024,221.41558745127045,1.8858107881136186,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,57,100246,6.395625633595794e-05,0.023895541006538182,0.0004010348807469308,0.047361900947910186,2.8371548274328003e-31,0.11111111111111094,1024,118.3927910173913,1.575637076296429,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,58,100241,0.0017556474164839915,0.03265098064068232,0.0002461020085550307,0.04453123395659442,3.247041795018183e-31,0.11111111111111102,1024,190.0292263272411,1.8060935580297461,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,59,100039,2.1187435902203237e-07,0.023558801232707958,0.0014909476530213142,0.034335432053332636,1.48302107031379e-31,0.1111111111111111,1024,77.9105089430659,1.3630012060739671,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,60,100180,0.002541909608387607,0.031360765279330544,0.0035282127454603273,0.04095963365383978,2.686847672707726e-31,0.1111111111111111,1024,168.46697442108734,1.728614283875528,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,61,100198,8.135076668139307e-05,0.023593633508512478,0.00039104491283786303,0.03779613475852061,3.0720332924064786e-31,0.11111111111111113,1024,80.30657650314566,1.3575778687106674,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,62,100159,0.001405145345069691,0.029004701251042948,0.00042429665806426964,0.03935123393753551,3.0839857189656396e-31,0.1111111111111111,1024,132.36309078941625,1.6731728476424195,0.9999092581585427,0.0
F2_S0_N0,F2,S0,N0,63,100086,0.00015117379513399968,0.03705246023219851,1.6596475617951932e-05,0.04640786754604517,1.4787552130695995e-30,0.11111111111111106,1024,285.3297945245525,2.029894392225324,0.9999092581585427,0.0
F4_S0_N0,F4,S0,N0,0,100244,0.0033359029760039903,0.005279774133578215,0.011060142538766306,0.013557632941617506,0.02286272419648697,0.02981511820161113,1024,168.0329248816993,1.2281239314521077,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,1,100047,0.00292497963731287,0.004965442609982752,0.0027312133810128477,0.003585080649473752,0.005610654623626524,0.007327341389049518,1024,396.2862788395195,1.50829569048358,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,2,100073,4.689172765255657e-06,0.0011370502777435236,0.00018347731752414948,0.0006285882281676027,0.0004489657957458306,0.001614366290193412,1024,193.9532907954067,1.2698728792976952,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,3,100211,0.0008592180836547286,0.0011535495096967148,0.001065511282448842,0.0013208178247001482,0.0024055860278171443,0.0027509947307780983,1024,93.9010148323092,0.9988864419082621,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,4,100020,0.0003020702785207106,0.0013940842855806508,0.00045597065204169504,0.0013937812659816787,0.0016003807600658833,0.0031798070491904124,1024,190.09306048308036,1.2915877374822737,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,5,100043,2.7296695310505857e-06,0.00139951103896266,0.0005030795527143759,0.0012673470296680972,0.0007259200594127529,0.003005971627776449,1024,202.07835676538997,1.285003105433848,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,6,100127,0.00036379984652897576,0.0009469827635562066,0.0003556418157872312,0.0008042495987399705,0.0011756465635989286,0.0018691594367475331,1024,143.42084524500714,1.1828907284426182,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,7,100101,0.00044271874083660456,0.0012122538536105821,0.0010148179547323137,0.001719261617175049,0.0018067234387242844,0.0033769218160128287,1024,137.14130877647906,1.1579258527178202,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,8,100152,0.001533461090765542,0.0024542719113554755,0.0027392818407208693,0.003937768285256769,0.005957050588209798,0.00835726818326001,1024,95.7279014303526,1.0723857063666355,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,9,100169,0.0006069806146262853,0.0009712129151298857,0.0007705282402489052,0.001152818038118816,0.0024153588048352903,0.0029377342133727097,1024,97.0310367282958,1.028573476427876,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,10,100149,0.0005937332599368775,0.0012125962758447381,0.0006050251407079121,0.001155341700822268,0.0020895082379210287,0.003003216405792235,1024,146.9240188667168,1.1699861493135342,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,11,100167,0.0007723312346752996,0.0011314909608086722,0.0008890627287075217,0.001230104302595177,0.00205918292160678,0.0026046005103780136,1024,65.72986656437888,0.944972535950702,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,12,100145,0.0008065279031023574,0.0011329935528362983,0.001101444708053562,0.0014802467521562164,0.0022624904360320766,0.0028225985426259727,1024,74.2300351820058,0.9517519220149773,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,13,100035,0.0005502978663616381,0.001422781183889525,0.0009051313701139556,0.0017203012942337119,0.0028433973756769515,0.004612817704667072,1024,150.42172936016635,1.1795197465091678,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,14,100208,0.003228931497380773,0.004501880145430035,0.0026132123645619333,0.0031642292121995663,0.005604684456311994,0.006685062233838943,1024,329.14011873591045,1.4188148245043313,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,15,100052,0.0010533866673708531,0.0012928340906242551,0.0012096279990428495,0.0015271115671472864,0.0021794128338535473,0.002694481929193713,1024,59.77320271367287,0.8556778827462892,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,16,100134,0.0010131725244378654,0.0016501117231213672,0.001351959868489362,0.0020348494099620045,0.002790054717744471,0.004002997986415345,1024,95.91290044556412,1.0625728178595162,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,17,100222,0.0022157643158865394,0.005708161899973175,0.0002150658984676322,0.0017353766752347826,0.003387553348124766,0.00706034829410611,1024,491.6318365276088,1.60435351758706,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,18,100221,0.0010198400780102761,0.001641140234962399,0.0010119247579568975,0.0017483268829081866,0.003288209740459537,0.004534282059171658,1024,134.77164420189527,1.1686698941288247,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,19,100230,2.704441756919022e-07,0.001439880763208455,0.0007419368290082368,0.0014733890641296773,0.0009582968751612678,0.0033182516107711116,1024,229.36197298474423,1.3210867933945782,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,20,100214,0.0005213852017983907,0.0008652334610110446,0.0005264739231955819,0.0008938860932774678,0.0023624808880292297,0.0030466486960410316,1024,83.38209025791383,0.9791677596198205,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,21,100046,0.00044918979108362207,0.0008570655828006018,0.0006078386869109219,0.0009334506317581524,0.0011856179611291896,0.001546879869943809,1024,108.50302981789939,1.0959957446148019,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,22,100253,0.00016672652856429424,0.0007935903377993882,0.0003609929221709597,0.0009134624806955886,0.001254479484042357,0.0024840238905541015,1024,113.35807055892359,1.0945624090178168,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,23,100147,0.0008205571422977753,0.0013217738774109582,0.0011915218867818204,0.0014761803811364914,0.0025432724732004086,0.0030757598785844105,1024,119.57696540713148,1.1508114277906805,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,24,100139,0.0010006331329213637,0.0017366342475209446,0.0015201595867269954,0.0021421547065817764,0.0037716323515839725,0.005187520233987878,1024,149.1605508710422,1.1700138854081188,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,25,100014,0.005687681622428084,0.007400677015597603,0.003093444416195281,0.0036883240949735258,0.007926588487410832,0.008782260835268618,1024,372.5424456899727,1.5221942814512435,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,26,100108,0.0007434373086189234,0.0012313435833665165,0.001046164413555502,0.0013807915692392561,0.002348219546916847,0.0029177277972057786,1024,102.15983184695246,1.060000438254459,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,27,100084,0.0006337495778624068,0.0033216532192707716,0.0008140328548815292,0.0020238180353221846,0.001371788780849491,0.005604283243451915,1024,364.7379918976484,1.4948079550571443,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,28,100236,0.0002817050217124958,0.001153539501423098,0.0005362118302537664,0.0013571523159563725,0.001470453086940485,0.0030650855342816297,1024,147.54313083971567,1.200589284642492,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,29,100189,0.0005547869869356646,0.0008999406662960038,0.0005469056442183401,0.0008262395154732085,0.001541271937330838,0.001995725428159332,1024,80.902019500672,1.0233660838821192,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,30,100184,0.0021808207161770118,0.004234903981567288,6.052074117148301e-05,0.0012035403150491605,0.0013731108619117758,0.0033553134328800755,1024,340.8344907217807,1.4799706711723817,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,31,100204,0.0002504454602817663,0.0013962699974518931,3.47262386569973e-05,0.0009895697081940648,0.0010882616386324326,0.002888365957593764,1024,188.55496738724227,1.3001346500808428,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,32,100252,0.0007357595185337361,0.0011789663876242264,0.0010632925585996084,0.0014744043543611618,0.0021992763517859754,0.002916896191985246,1024,109.80554163890457,1.0621590171456332,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,33,100081,0.00011670909555632481,0.0013088534671923562,0.0011783182177909038,0.0018685451611434266,0.0014185287437994516,0.003599486839710647,1024,204.07457383686403,1.292407281882482,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,34,100176,2.5892310624332214e-05,0.0009541314064464429,3.065800017166805e-06,0.0012509143370602863,0.0006013752269033669,0.0022175444025067806,1024,148.31832827285612,1.1886440644842922,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,35,100168,0.004327903234689641,0.006806219335268686,0.002376326046905331,0.0035500269285030175,0.0060855026838159436,0.007591823770956354,1024,440.05548625841294,1.5559405834047497,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,36,100038,0.00048215909906561006,0.0015046441966468334,0.000616700058426332,0.0014308208444787313,0.0015930491025660093,0.002605556532761119,1024,203.84158277391512,1.3188085223005883,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,37,100135,0.002528462204766303,0.0038223410418088194,0.0051009383609330675,0.007543710546181211,0.009844038595175447,0.013126722201394495,1024,125.95816758239573,1.1673009477933958,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,38,100106,0.0026134279404677516,0.003244867534741305,0.004057130570505276,0.0048861310292244225,0.007760047237651397,0.009647277756074539,1024,89.8439990064425,1.016589750733114,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,39,100065,1.3013376836440467e-05,0.0017622525543398637,0.0002843538403578685,0.0018988410400198061,0.0017839450211027115,0.004703564615813687,1024,247.67939504288668,1.331647901789771,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,40,100092,0.0008541017882357653,0.001216890030154504,0.0011856382687065457,0.0016304013009314881,0.0023976050385633133,0.003054956946328834,1024,86.84531409064303,1.0242216089480878,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,41,100238,0.011469917801653507,0.016948002136439613,0.0016113793321016474,0.0045041313001895405,0.003057355420636343,0.009286572728754175,1024,664.5787973324127,1.7430171354026318,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,42,100112,0.0009411630703867161,0.0012426976472732886,0.0011835891477231862,0.0015281126917279404,0.001829049102977009,0.002475787669973128,1024,66.84298999110963,0.8809368037926417,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,43,100071,0.0003310028268813802,0.0011048228988811933,0.0006257148605505027,0.0010208197683925658,0.0015161080738664628,0.002422647853981408,1024,158.77157225143338,1.2173313282867437,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,44,100045,0.0013814558261789314,0.0020128163289922455,0.00210343115722857,0.0027356155500135545,0.004699276871266728,0.006169008651764322,1024,96.90779681962297,1.060645195119938,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,45,100215,9.016148438652113e-05,0.00253760454257425,0.001362178152059492,0.0036638588174180884,0.00013821116309385828,0.003896656167232264,1024,313.29933343996225,1.422640178684894,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,46,100072,2.8685043832733268e-05,0.000673375094100433,7.215364121066017e-06,0.0005668242702200212,0.001046447051622067,0.002180821388436837,1024,96.39693587936458,1.0381591341620942,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,47,100120,0.0005229075644537307,0.0011793474293334755,0.0005710850398860328,0.0011387070643316113,0.001522800355044991,0.002407007182360195,1024,152.73121741292098,1.1887310250451073,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,48,100037,0.0007419500824257552,0.001054538813153559,0.0011038746316971455,0.0014697141520574359,0.0023051112642968282,0.0029248916859106297,1024,71.91090223477387,0.9624298905510971,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,49,100026,0.0003212967554954002,0.0009706774206416724,0.00047390757025103994,0.0009805338834874809,0.0011382288324554126,0.0019739267442230473,1024,129.8690785067259,1.130983043145017,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,50,100021,0.0009607468892547675,0.0018274970296446478,0.001429947253261103,0.001975195863064674,0.003229061801126665,0.004371821951144255,1024,199.46798035693956,1.290907485157791,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,51,100033,0.0006180732676422481,0.0009831199452548798,0.0009037362949676,0.001356262324494533,0.002157177735289097,0.0028024658152966293,1024,90.76852738682987,1.0316036396340271,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,52,100223,0.0008553158422299667,0.0012053314601796052,0.0013251424247903833,0.0017349220054223727,0.00264486023040142,0.003244675753255969,1024,75.14024427574715,0.9614319383534888,0.9985427906903943,0.0
F4_S0_N0,F4,S0,N0,53,100036,0.0005413509177632108,0.0008983311341089335,0.0007159270737304436,0.0009312568565853588,0.0013663491702171843,0.0017391842735056627,1024,98.28041778524761,1.0206124794954405,0.9985427906903943,0.0
