dataset,scheme,iteration,n_samples,method,value,ratio_to_full
jwst_dinov3_vitl16,bootstrap_deduplicated,46,950,mle_dimensionality,13.458409585257877,1.0715172689610282
jwst_dinov3_vitl16,bootstrap_deduplicated,47,951,mle_dimensionality,13.301820851156744,1.0590501545036184
jwst_dinov3_vitl16,bootstrap_deduplicated,48,955,mle_dimensionality,13.203473206636044,1.0512200168638037
jwst_dinov3_vitl16,bootstrap_deduplicated,49,924,mle_dimensionality,13.226240562819887,1.0530326838929227
jwst_dinov3_vitl16,bootstrap_deduplicated,50,945,mle_dimensionality,13.436240931284265,1.0697522687645438
jwst_dinov3_vitl16,bootstrap_deduplicated,51,931,mle_dimensionality,13.523275258849987,1.0766816748275927
jwst_dinov3_vitl16,bootstrap_deduplicated,52,939,mle_dimensionality,13.614433120666007,1.083939384033027
jwst_dinov3_vitl16,bootstrap_deduplicated,53,952,mle_dimensionality,13.112564768255583,1.0439821659868587
jwst_dinov3_vitl16,bootstrap_deduplicated,54,965,mle_dimensionality,13.165024568595886,1.048158854297226
jwst_dinov3_vitl16,bootstrap_deduplicated,55,940,mle_dimensionality,12.935852174058427,1.0299128515462752
jwst_dinov3_vitl16,bootstrap_deduplicated,56,926,mle_dimensionality,13.587616489449896,1.0818043261525698
jwst_dinov3_vitl16,bootstrap_deduplicated,57,951,mle_dimensionality,13.085534703351351,1.0418301151711555
jwst_dinov3_vitl16,bootstrap_deduplicated,58,928,mle_dimensionality,13.332420391603694,1.0614863960077479
jwst_dinov3_vitl16,bootstrap_deduplicated,59,960,mle_dimensionality,13.04424172061913,1.0385424946091426
jwst_dinov3_vitl16,bootstrap_deduplicated,60,947,mle_dimensionality,13.569904905986139,1.0803941842318745
jwst_dinov3_vitl16,bootstrap_deduplicated,61,954,mle_dimensionality,13.028313357752337,1.0372743272398912
jwst_dinov3_vitl16,bootstrap_deduplicated,62,946,mle_dimensionality,13.288500613951733,1.0579896380955385
jwst_dinov3_vitl16,bootstrap_deduplicated,63,922,mle_dimensionality,13.522761343527696,1.0766407584667754
jwst_dinov3_vitl16,bootstrap_deduplicated,64,936,mle_dimensionality,13.635849304875405,1.0856444748961225
jwst_dinov3_vitl16,bootstrap_deduplicated,65,965,mle_dimensionality,13.377079642803062,1.0650420285344477
jwst_dinov3_vitl16,bootstrap_deduplicated,66,939,mle_dimensionality,13.257395537895297,1.055513147397609
jwst_dinov3_vitl16,bootstrap_deduplicated,67,949,mle_dimensionality,13.69399995179789,1.090274250946849
jwst_dinov3_vitl16,bootstrap_deduplicated,68,932,mle_dimensionality,13.281223993119948,1.0574102958759735
jwst_dinov3_vitl16,bootstrap_deduplicated,69,963,mle_dimensionality,13.311349532858053,1.059808798898315
jwst_dinov3_vitl16,bootstrap_deduplicated,70,950,mle_dimensionality,13.597254246939883,1.0825716548268207
jwst_dinov3_vitl16,bootstrap_deduplicated,71,929,mle_dimensionality,13.403589500338773,1.0671526620359222
jwst_dinov3_vitl16,bootstrap_deduplicated,72,959,mle_dimensionality,13.17840272300634,1.0492239818954625
jwst_dinov3_vitl16,bootstrap_deduplicated,73,945,mle_dimensionality,13.422195342542897,1.0686340020931546
jwst_dinov3_vitl16,bootstrap_deduplicated,74,965,mle_dimensionality,13.434076182769761,1.0695799181311683
jwst_dinov3_vitl16,bootstrap_deduplicated,75,956,mle_dimensionality,13.174208427953948,1.048890044995171
jwst_dinov3_vitl16,bootstrap_deduplicated,76,951,mle_dimensionality,13.515329836185824,1.076049084658605
jwst_dinov3_vitl16,bootstrap_deduplicated,77,948,mle_dimensionality,13.082968276688884,1.0416257841563403
jwst_dinov3_vitl16,bootstrap_deduplicated,78,937,mle_dimensionality,13.32414970166851,1.0608279090568469
jwst_dinov3_vitl16,bootstrap_deduplicated,79,947,mle_dimensionality,13.037976916896818,1.0380437101626907
jwst_dinov3_vitl16,bootstrap_deduplicated,80,938,mle_dimensionality,13.351161522616813,1.0629785073447675
jwst_dinov3_vitl16,bootstrap_deduplicated,81,947,mle_dimensionality,13.449585426503855,1.0708147165212998
jwst_dinov3_vitl16,bootstrap_deduplicated,82,941,mle_dimensionality,13.414522148896157,1.0680230859630964
jwst_dinov3_vitl16,bootstrap_deduplicated,83,958,mle_dimensionality,13.56473585515682,1.0799826402680306
jwst_dinov3_vitl16,bootstrap_deduplicated,84,971,mle_dimensionality,13.639847343293987,1.0859627864455177
jwst_dinov3_vitl16,bootstrap_deduplicated,85,946,mle_dimensionality,12.787022463712189,1.0180634867487328
jwst_dinov3_vitl16,bootstrap_deduplicated,86,947,mle_dimensionality,13.202253068633675,1.0511228732205098
jwst_dinov3_vitl16,bootstrap_deduplicated,87,934,mle_dimensionality,13.615958577477242,1.0840608362228965
jwst_dinov3_vitl16,bootstrap_deduplicated,88,957,mle_dimensionality,13.311208478481419,1.059797568581726
jwst_dinov3_vitl16,bootstrap_deduplicated,89,943,mle_dimensionality,13.298473912724937,1.0587836815370237
jwst_dinov3_vitl16,bootstrap_deduplicated,90,903,mle_dimensionality,13.140130315420532,1.0461768502568305
jwst_dinov3_vitl16,bootstrap_deduplicated,91,944,mle_dimensionality,13.119748974446129,1.0445541504362976
jwst_dinov3_vitl16,bootstrap_deduplicated,92,958,mle_dimensionality,13.076225174173686,1.0410889190278392
jwst_dinov3_vitl16,bootstrap_deduplicated,93,933,mle_dimensionality,13.009739445968568,1.035795529384737
jwst_dinov3_vitl16,bootstrap_deduplicated,94,965,mle_dimensionality,13.101976997951468,1.0431392002078206
jwst_dinov3_vitl16,bootstrap_deduplicated,95,961,mle_dimensionality,13.256503760109075,1.0554421467870272
jwst_dinov3_vitl16,bootstrap_deduplicated,96,945,mle_dimensionality,13.19601081261551,1.0506258839530658
jwst_dinov3_vitl16,bootstrap_deduplicated,97,933,mle_dimensionality,13.202743913936148,1.0511619528171483
jwst_dinov3_vitl16,bootstrap_deduplicated,98,937,mle_dimensionality,12.9613777395006,1.0319451187319346
jwst_dinov3_vitl16,bootstrap_deduplicated,99,932,mle_dimensionality,13.394483988084197,1.0664277090939192
jwst_dinov3_vitl16,sparse_10pct,0,150,mle_dimensionality,10.821229112196527,0.8615530528810413
jwst_dinov3_vitl16,sparse_10pct,1,150,mle_dimensionality,12.333343200284467,0.9819429360809321
jwst_dinov3_vitl16,sparse_10pct,2,150,mle_dimensionality,11.339182924436914,0.9027909458745572
jwst_dinov3_vitl16,sparse_10pct,3,150,mle_dimensionality,10.693900896351089,0.8514155710901891
jwst_dinov3_vitl16,sparse_10pct,4,150,mle_dimensionality,12.78361454375278,1.0177921586200553
jwst_dinov3_vitl16,sparse_10pct,5,150,mle_dimensionality,11.51218370830739,0.9165647373680235
jwst_dinov3_vitl16,sparse_10pct,6,150,mle_dimensionality,12.301183107672442,0.9793824482025636
jwst_dinov3_vitl16,sparse_10pct,7,150,mle_dimensionality,11.547062491396991,0.9193416790388872
jwst_dinov3_vitl16,sparse_10pct,8,150,mle_dimensionality,11.811579640936953,0.9404017227143959
jwst_dinov3_vitl16,sparse_10pct,9,150,mle_dimensionality,12.271408620740019,0.9770118949272723
jwst_dinov3_vitl16,sparse_10pct,10,150,mle_dimensionality,12.540714745628266,0.9984532221232303
jwst_dinov3_vitl16,sparse_10pct,11,150,mle_dimensionality,10.711181452554513,0.8527913959431868
jwst_dinov3_vitl16,sparse_10pct,12,150,mle_dimensionality,11.750597805931971,0.9355465361571116
jwst_dinov3_vitl16,sparse_10pct,13,150,mle_dimensionality,11.3481020722976,0.9035010610554484
jwst_dinov3_vitl16,sparse_10pct,14,150,mle_dimensionality,11.345760322030161,0.9033146180857008
jwst_dinov3_vitl16,sparse_10pct,15,150,mle_dimensionality,11.876308945940798,0.9455552713324613
jwst_dinov3_vitl16,sparse_10pct,16,150,mle_dimensionality,11.154321517922495,0.8880728480049843
jwst_dinov3_vitl16,sparse_10pct,17,150,mle_dimensionality,12.45898887526714,0.9919464591318037
jwst_dinov3_vitl16,sparse_10pct,18,150,mle_dimensionality,12.559825756759116,0.9999747821801068
jwst_dinov3_vitl16,sparse_10pct,19,150,mle_dimensionality,11.85522671959925,0.9438767691699281
jwst_dinov3_vitl16,sparse_10pct,20,150,mle_dimensionality,12.22108485319996,0.9730052709932362
jwst_dinov3_vitl16,sparse_10pct,21,150,mle_dimensionality,11.983366126096056,0.9540788354709973
jwst_dinov3_vitl16,sparse_10pct,22,150,mle_dimensionality,11.666884342399635,0.9288815270970743
jwst_dinov3_vitl16,sparse_10pct,23,150,mle_dimensionality,11.30143366018647,0.8997854653028238
jwst_dinov3_vitl16,sparse_10pct,24,150,mle_dimensionality,12.224753032930057,0.9732973202061505
jwst_dinov3_vitl16,contiguous_region,0,125,mle_dimensionality,9.70603196409444,0.772764478353156
jwst_dinov3_vitl16,contiguous_region,1,125,mle_dimensionality,10.84682968153898,0.8635912916470632
jwst_dinov3_vitl16,contiguous_region,2,125,mle_dimensionality,10.182181783333254,0.8106740657152415
jwst_dinov3_vitl16,contiguous_region,3,125,mle_dimensionality,8.73757086118214,0.6956585774282594
jwst_dinov3_vitl16,contiguous_region,4,125,mle_dimensionality,8.921900521626254,0.7103343393075786
jwst_dinov3_vitl16,contiguous_region,5,125,mle_dimensionality,8.956304665786844,0.7130734916835233
jwst_dinov3_vitl16,contiguous_region,6,125,mle_dimensionality,10.224757875314511,0.8140638434979568
jwst_dinov3_vitl16,contiguous_region,7,125,mle_dimensionality,10.51679135547702,0.8373146529733707
jwst_dinov3_vitl16,contiguous_region,8,124,mle_dimensionality,10.467456819899807,0.8333867886523844
jwst_dinov3_vitl16,contiguous_region,9,124,mle_dimensionality,8.93909812850369,0.7117035599898025
jwst_dinov3_vitl16,contiguous_region,10,124,mle_dimensionality,10.827161075741978,0.8620253376140578
jwst_dinov3_vitl16,contiguous_region,11,124,mle_dimensionality,10.801141150565261,0.8599537110234636
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,two_nn_dimensionality,0.13054842717240459,1.1378893204169647
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,two_nn_dimensionality,0.13511209424327394,1.1776672643903756
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,two_nn_dimensionality,0.13585031602827255,1.1841017707528285
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,two_nn_dimensionality,0.1366275477907661,1.190876296813279
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,two_nn_dimensionality,0.13673086367665419,1.191776821206623
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,two_nn_dimensionality,0.12862620989412596,1.1211348442440296
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,two_nn_dimensionality,0.14526885853502458,1.2661958960092972
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,two_nn_dimensionality,0.12953355128761043,1.1290434349791347
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,two_nn_dimensionality,0.1283794508273609,1.1189840369699044
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,two_nn_dimensionality,0.13007378726787733,1.1337522527394504
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,two_nn_dimensionality,0.13442887803554818,1.1717121989549242
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,two_nn_dimensionality,0.1338974184587,1.167079878291802
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,two_nn_dimensionality,0.13713482854195963,1.1952978694184695
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,two_nn_dimensionality,0.12799100357401372,1.115598243738207
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,two_nn_dimensionality,0.1294590757278432,1.1283942893254741
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,two_nn_dimensionality,0.13052592474656174,1.1376931842351306
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,two_nn_dimensionality,0.1324977495258425,1.1548800504936878
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,two_nn_dimensionality,0.13890600971790054,1.210735881107152
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,two_nn_dimensionality,0.13506585968346174,1.1772642736153507
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,two_nn_dimensionality,0.13471180398049082,1.17417824483684
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,two_nn_dimensionality,0.13342211407653873,1.1629370188784558
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,two_nn_dimensionality,0.13362259939998972,1.164684493845381
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,two_nn_dimensionality,0.1293789047815447,1.1276955014076364
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,two_nn_dimensionality,0.1379873993213891,1.2027290672185869
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,two_nn_dimensionality,0.14411477609461962,1.2561366550650666
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,two_nn_dimensionality,0.1395107488784146,1.2160069230284625
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,two_nn_dimensionality,0.13597203863105276,1.1851627322117824
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,two_nn_dimensionality,0.1308166806364384,1.1402274776701795
jwst_dinov3_vitl16,bootstrap_deduplicated,28,936,two_nn_dimensionality,0.1301855205701535,1.1347261452186534
jwst_dinov3_vitl16,bootstrap_deduplicated,29,930,two_nn_dimensionality,0.13006320055309326,1.1336599765630764
jwst_dinov3_vitl16,bootstrap_deduplicated,30,947,two_nn_dimensionality,0.1299919152719302,1.133038638092018
jwst_dinov3_vitl16,bootstrap_deduplicated,31,934,two_nn_dimensionality,0.13264608661067206,1.1561729897370419
jwst_dinov3_vitl16,bootstrap_deduplicated,32,955,two_nn_dimensionality,0.13820644291398654,1.204638300214502
jwst_dinov3_vitl16,bootstrap_deduplicated,33,943,two_nn_dimensionality,0.13253369999596035,1.1551934028403772
jwst_dinov3_vitl16,bootstrap_deduplicated,34,943,two_nn_dimensionality,0.1349257414751632,1.1760429719400092
jwst_dinov3_vitl16,bootstrap_deduplicated,35,942,two_nn_dimensionality,0.12605463691330962,1.0987204383800708
jwst_dinov3_vitl16,bootstrap_deduplicated,36,948,two_nn_dimensionality,0.1331998830115949,1.1610000031599095
jwst_dinov3_vitl16,bootstrap_deduplicated,37,938,two_nn_dimensionality,0.13297601436391254,1.1590487139035668
jwst_dinov3_vitl16,bootstrap_deduplicated,38,932,two_nn_dimensionality,0.14892784562366035,1.298088446703943
jwst_dinov3_vitl16,bootstrap_deduplicated,39,960,two_nn_dimensionality,0.12785431638824113,1.1144068476233915
jwst_dinov3_vitl16,bootstrap_deduplicated,40,938,two_nn_dimensionality,0.1381684647106288,1.204307273690894
jwst_dinov3_vitl16,bootstrap_deduplicated,41,942,two_nn_dimensionality,0.1288282476748217,1.122895850775888
jwst_dinov3_vitl16,bootstrap_deduplicated,42,939,two_nn_dimensionality,0.1449108878193358,1.2630757431033848
jwst_dinov3_vitl16,bootstrap_deduplicated,43,919,two_nn_dimensionality,0.12432102085758376,1.0836098526898372
jwst_dinov3_vitl16,bootstrap_deduplicated,44,959,two_nn_dimensionality,0.13457862753048982,1.1730174490810472
jwst_dinov3_vitl16,bootstrap_deduplicated,45,949,two_nn_dimensionality,0.1380443376460348,1.2032253544044234
jwst_dinov3_vitl16,bootstrap_deduplicated,46,950,two_nn_dimensionality,0.14109286380275876,1.2297969909371784
jwst_dinov3_vitl16,bootstrap_deduplicated,47,951,two_nn_dimensionality,0.13200857278440142,1.1506162764909027
jwst_dinov3_vitl16,bootstrap_deduplicated,48,955,two_nn_dimensionality,0.13453526675008787,1.1726395068107878
jwst_dinov3_vitl16,bootstrap_deduplicated,49,924,two_nn_dimensionality,0.13521408079925384,1.1785562020466094
jwst_dinov3_vitl16,bootstrap_deduplicated,50,945,two_nn_dimensionality,0.14126014917903867,1.2312550877312474
jwst_dinov3_vitl16,bootstrap_deduplicated,51,931,two_nn_dimensionality,0.1344868795679518,1.172217753297626
jwst_dinov3_vitl16,bootstrap_deduplicated,52,939,two_nn_dimensionality,0.13394985714537871,1.1675369456256701
jwst_dinov3_vitl16,bootstrap_deduplicated,53,952,two_nn_dimensionality,0.13680644683646032,1.1924356209502094
jwst_dinov3_vitl16,bootstrap_deduplicated,54,965,two_nn_dimensionality,0.13596013243054025,1.1850589551023727
jwst_dinov3_vitl16,bootstrap_deduplicated,55,940,two_nn_dimensionality,0.13169304244008875,1.1478660433641052
jwst_dinov3_vitl16,bootstrap_deduplicated,56,926,two_nn_dimensionality,0.12662846902127883,1.1037220875114557
jwst_dinov3_vitl16,bootstrap_deduplicated,57,951,two_nn_dimensionality,0.12913739193173523,1.1255904213350996
jwst_dinov3_vitl16,bootstrap_deduplicated,58,928,two_nn_dimensionality,0.1263655112893066,1.1014300890445794
jwst_dinov3_vitl16,bootstrap_deduplicated,59,960,two_nn_dimensionality,0.13338039079312544,1.1625733493985777
jwst_dinov3_vitl16,bootstrap_deduplicated,60,947,two_nn_dimensionality,0.13182934708814714,1.1490541051945553
jwst_dinov3_vitl16,bootstrap_deduplicated,61,954,two_nn_dimensionality,0.1293307720500249,1.1272759657430165
jwst_dinov3_vitl16,bootstrap_deduplicated,62,946,two_nn_dimensionality,0.13306606738787036,1.1598336362228339
jwst_dinov3_vitl16,bootstrap_deduplicated,63,922,two_nn_dimensionality,0.13239467792714135,1.1539816553621598
jwst_dinov3_vitl16,bootstrap_deduplicated,64,936,two_nn_dimensionality,0.1360986820094541,1.1862665842527886
jwst_dinov3_vitl16,bootstrap_deduplicated,65,965,two_nn_dimensionality,0.13311975686748898,1.1603016057480133
jwst_dinov3_vitl16,bootstrap_deduplicated,66,939,two_nn_dimensionality,0.12843858869830185,1.1194994958937183
jwst_dinov3_vitl16,bootstrap_deduplicated,67,949,two_nn_dimensionality,0.136657345608335,1.1911360212628015
jwst_dinov3_vitl16,bootstrap_deduplicated,68,932,two_nn_dimensionality,0.13092093787134457,1.141136207072329
jwst_dinov3_vitl16,bootstrap_deduplicated,69,963,two_nn_dimensionality,0.13506540583561835,1.1772603177759333
jwst_dinov3_vitl16,bootstrap_deduplicated,70,950,two_nn_dimensionality,0.13453320201735397,1.172621510137995
jwst_dinov3_vitl16,bootstrap_deduplicated,71,929,two_nn_dimensionality,0.14410279504769247,1.2560322255775491
jwst_dinov3_vitl16,bootstrap_deduplicated,72,959,two_nn_dimensionality,0.12400241911779208,1.0808328485923735
jwst_dinov3_vitl16,bootstrap_deduplicated,73,945,two_nn_dimensionality,0.13677710562871043,1.192179876414102
jwst_dinov3_vitl16,bootstrap_deduplicated,74,965,two_nn_dimensionality,0.1298349174385312,1.131670209825032
jwst_dinov3_vitl16,bootstrap_deduplicated,75,956,two_nn_dimensionality,0.13579328875060973,1.1836047082325787
jwst_dinov3_vitl16,bootstrap_deduplicated,76,951,two_nn_dimensionality,0.12887059975524254,1.1232650009912686
jwst_dinov3_vitl16,bootstrap_deduplicated,77,948,two_nn_dimensionality,0.13586183654270975,1.1842021861360525
jwst_dinov3_vitl16,bootstrap_deduplicated,78,937,two_nn_dimensionality,0.1374417119473055,1.1979727338892232
jwst_dinov3_vitl16,bootstrap_deduplicated,79,947,two_nn_dimensionality,0.13156730849601672,1.1467701181563312
jwst_dinov3_vitl16,bootstrap_deduplicated,80,938,two_nn_dimensionality,0.1375467440514908,1.1988882172254993
jwst_dinov3_vitl16,bootstrap_deduplicated,81,947,two_nn_dimensionality,0.13414383198443042,1.1692276737529042
jwst_dinov3_vitl16,bootstrap_deduplicated,82,941,two_nn_dimensionality,0.13574351390518008,1.1831708595354586
