dataset,scheme,iteration,n_samples,method,value,ratio_to_full
jwst_dinov3_vitl16,bootstrap_deduplicated,89,943,renyi_eff_dimensionality_alpha_5,6.415873034257928,1.0043387398801114
jwst_dinov3_vitl16,bootstrap_deduplicated,90,903,renyi_eff_dimensionality_alpha_5,6.298206201838916,0.9859192110698651
jwst_dinov3_vitl16,bootstrap_deduplicated,91,944,renyi_eff_dimensionality_alpha_5,6.409577568577565,1.0033532496694084
jwst_dinov3_vitl16,bootstrap_deduplicated,92,958,renyi_eff_dimensionality_alpha_5,6.351511240024814,0.9942635649239745
jwst_dinov3_vitl16,bootstrap_deduplicated,93,933,renyi_eff_dimensionality_alpha_5,6.514993872634956,1.0198550846362944
jwst_dinov3_vitl16,bootstrap_deduplicated,94,965,renyi_eff_dimensionality_alpha_5,6.2632472365483745,0.9804467456766226
jwst_dinov3_vitl16,bootstrap_deduplicated,95,961,renyi_eff_dimensionality_alpha_5,6.3182173160181,0.9890517445678014
jwst_dinov3_vitl16,bootstrap_deduplicated,96,945,renyi_eff_dimensionality_alpha_5,6.374015734505447,0.997786411387368
jwst_dinov3_vitl16,bootstrap_deduplicated,97,933,renyi_eff_dimensionality_alpha_5,6.532877803996173,1.0226546296072625
jwst_dinov3_vitl16,bootstrap_deduplicated,98,937,renyi_eff_dimensionality_alpha_5,6.344019056405232,0.9930907408647602
jwst_dinov3_vitl16,bootstrap_deduplicated,99,932,renyi_eff_dimensionality_alpha_5,6.562553080659312,1.0272999880503475
jwst_dinov3_vitl16,sparse_10pct,0,150,renyi_eff_dimensionality_alpha_5,5.969297282468118,0.9344319126379375
jwst_dinov3_vitl16,sparse_10pct,1,150,renyi_eff_dimensionality_alpha_5,6.549241936590551,1.0252162657589308
jwst_dinov3_vitl16,sparse_10pct,2,150,renyi_eff_dimensionality_alpha_5,5.758112253848612,0.9013730749095826
jwst_dinov3_vitl16,sparse_10pct,3,150,renyi_eff_dimensionality_alpha_5,6.916395854512143,1.082690424193562
jwst_dinov3_vitl16,sparse_10pct,4,150,renyi_eff_dimensionality_alpha_5,5.864456304098992,0.9180201389727147
jwst_dinov3_vitl16,sparse_10pct,5,150,renyi_eff_dimensionality_alpha_5,5.699691861302524,0.8922279650983773
jwst_dinov3_vitl16,sparse_10pct,6,150,renyi_eff_dimensionality_alpha_5,6.727417427459516,1.0531078008658992
jwst_dinov3_vitl16,sparse_10pct,7,150,renyi_eff_dimensionality_alpha_5,6.358944388378409,0.995427147621283
jwst_dinov3_vitl16,sparse_10pct,8,150,renyi_eff_dimensionality_alpha_5,6.159889976121613,0.9642672327498241
jwst_dinov3_vitl16,sparse_10pct,9,150,renyi_eff_dimensionality_alpha_5,6.256471197946618,0.9793860267324774
jwst_dinov3_vitl16,sparse_10pct,10,150,renyi_eff_dimensionality_alpha_5,6.8770013453357475,1.076523620160322
jwst_dinov3_vitl16,sparse_10pct,11,150,renyi_eff_dimensionality_alpha_5,5.744489398224828,0.8992405573897214
jwst_dinov3_vitl16,sparse_10pct,12,150,renyi_eff_dimensionality_alpha_5,6.882768799280143,1.0774264555805215
jwst_dinov3_vitl16,sparse_10pct,13,150,renyi_eff_dimensionality_alpha_5,6.21371367219794,0.9726927771464084
jwst_dinov3_vitl16,sparse_10pct,14,150,renyi_eff_dimensionality_alpha_5,5.832618186749892,0.91303621013126
jwst_dinov3_vitl16,sparse_10pct,15,150,renyi_eff_dimensionality_alpha_5,5.966588125000408,0.9340078219829746
jwst_dinov3_vitl16,sparse_10pct,16,150,renyi_eff_dimensionality_alpha_5,6.214027730556445,0.9727419397427294
jwst_dinov3_vitl16,sparse_10pct,17,150,renyi_eff_dimensionality_alpha_5,6.622898165462949,1.0367463885801007
jwst_dinov3_vitl16,sparse_10pct,18,150,renyi_eff_dimensionality_alpha_5,6.373980698509757,0.9977809268636605
jwst_dinov3_vitl16,sparse_10pct,19,150,renyi_eff_dimensionality_alpha_5,6.557494231371011,1.0265080773793716
jwst_dinov3_vitl16,sparse_10pct,20,150,renyi_eff_dimensionality_alpha_5,6.129867390211244,0.9595675066267915
jwst_dinov3_vitl16,sparse_10pct,21,150,renyi_eff_dimensionality_alpha_5,7.032988051288962,1.100941729879543
jwst_dinov3_vitl16,sparse_10pct,22,150,renyi_eff_dimensionality_alpha_5,6.045743430940429,0.9463987685927558
jwst_dinov3_vitl16,sparse_10pct,23,150,renyi_eff_dimensionality_alpha_5,6.520602841093943,1.0207331107886273
jwst_dinov3_vitl16,sparse_10pct,24,150,renyi_eff_dimensionality_alpha_5,6.66443685252498,1.0432488415428376
jwst_dinov3_vitl16,contiguous_region,0,125,renyi_eff_dimensionality_alpha_5,6.392317053993814,1.000651294164029
jwst_dinov3_vitl16,contiguous_region,1,125,renyi_eff_dimensionality_alpha_5,6.156549144721591,0.9637442600568586
jwst_dinov3_vitl16,contiguous_region,2,125,renyi_eff_dimensionality_alpha_5,5.878138996964122,0.9201620233954511
jwst_dinov3_vitl16,contiguous_region,3,125,renyi_eff_dimensionality_alpha_5,5.945299137322086,0.9306752505707907
jwst_dinov3_vitl16,contiguous_region,4,125,renyi_eff_dimensionality_alpha_5,5.932834655972163,0.9287240645941673
jwst_dinov3_vitl16,contiguous_region,5,125,renyi_eff_dimensionality_alpha_5,7.080044622706156,1.1083079507177471
jwst_dinov3_vitl16,contiguous_region,6,125,renyi_eff_dimensionality_alpha_5,6.234063180760313,0.975878282794289
jwst_dinov3_vitl16,contiguous_region,7,125,renyi_eff_dimensionality_alpha_5,6.144779704356786,0.9619018755766848
jwst_dinov3_vitl16,contiguous_region,8,124,renyi_eff_dimensionality_alpha_5,6.086138347095394,0.9527221760186843
jwst_dinov3_vitl16,contiguous_region,9,124,renyi_eff_dimensionality_alpha_5,5.502126377956643,0.8613011266887147
jwst_dinov3_vitl16,contiguous_region,10,124,renyi_eff_dimensionality_alpha_5,6.4330761361272355,1.0070317080172912
jwst_dinov3_vitl16,contiguous_region,11,124,renyi_eff_dimensionality_alpha_5,5.954569210979703,0.9321263849754422
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,geometric_mean_eff_dimensionality,1267.6976398186284,42.509325161622776
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,geometric_mean_eff_dimensionality,858.7033739569383,28.794642976649055
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,geometric_mean_eff_dimensionality,1091.5359330018352,36.60214742389904
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,geometric_mean_eff_dimensionality,878.816250332304,29.469082034450143
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,geometric_mean_eff_dimensionality,751.9311712447011,25.21428269139478
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,geometric_mean_eff_dimensionality,1416.2853414508015,47.49187204449299
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,geometric_mean_eff_dimensionality,799.6615634336735,26.81481163293568
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,geometric_mean_eff_dimensionality,575.9239913951975,19.31228666016984
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,geometric_mean_eff_dimensionality,781.0712490493074,26.191428190228574
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,geometric_mean_eff_dimensionality,2199.616276023252,73.75907359238123
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,geometric_mean_eff_dimensionality,1154.442483446862,38.71157393355655
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,geometric_mean_eff_dimensionality,943.6180266185922,31.642060584444668
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,geometric_mean_eff_dimensionality,1016.6860172138039,34.092227622353356
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,geometric_mean_eff_dimensionality,1518.7788965824502,50.92875772228388
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,geometric_mean_eff_dimensionality,1826.1611955389074,61.236116263344705
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,geometric_mean_eff_dimensionality,1366.5013300827761,45.82247970627258
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,geometric_mean_eff_dimensionality,1080.4363627662449,36.229948860551964
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,geometric_mean_eff_dimensionality,576.3501640931576,19.326577381571816
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,geometric_mean_eff_dimensionality,761.7661370825635,25.544075654340553
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,geometric_mean_eff_dimensionality,653.4078116599719,21.91052839143257
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,geometric_mean_eff_dimensionality,1243.7827537329588,41.70739445126479
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,geometric_mean_eff_dimensionality,928.6004318857342,31.138480079446747
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,geometric_mean_eff_dimensionality,1170.5320553398872,39.25110072750859
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,geometric_mean_eff_dimensionality,927.6802673573835,31.107624477993195
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,geometric_mean_eff_dimensionality,1162.712240155218,38.98888120768961
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,geometric_mean_eff_dimensionality,631.4234057155977,21.173331893292666
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,geometric_mean_eff_dimensionality,984.910157145462,33.02669722653387
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,geometric_mean_eff_dimensionality,1719.452767406905,57.657894511982974
jwst_dinov3_vitl16,bootstrap_deduplicated,28,936,geometric_mean_eff_dimensionality,1238.1346198897054,41.51799727124513
jwst_dinov3_vitl16,bootstrap_deduplicated,29,930,geometric_mean_eff_dimensionality,1595.2744693648872,53.49386084679426
jwst_dinov3_vitl16,bootstrap_deduplicated,30,947,geometric_mean_eff_dimensionality,1061.6935610114674,35.60145210453713
jwst_dinov3_vitl16,bootstrap_deduplicated,31,934,geometric_mean_eff_dimensionality,1330.5628013412681,44.617363788945745
jwst_dinov3_vitl16,bootstrap_deduplicated,32,955,geometric_mean_eff_dimensionality,687.3190751747431,23.047664631267434
jwst_dinov3_vitl16,bootstrap_deduplicated,33,943,geometric_mean_eff_dimensionality,1106.2595748499784,37.0958708948803
jwst_dinov3_vitl16,bootstrap_deduplicated,34,943,geometric_mean_eff_dimensionality,942.0283156736474,31.58875328359545
jwst_dinov3_vitl16,bootstrap_deduplicated,35,942,geometric_mean_eff_dimensionality,1402.6978963443237,47.036248318452444
jwst_dinov3_vitl16,bootstrap_deduplicated,36,948,geometric_mean_eff_dimensionality,1141.253686131899,38.26931794447645
jwst_dinov3_vitl16,bootstrap_deduplicated,37,938,geometric_mean_eff_dimensionality,1093.9335313620893,36.68254537140772
jwst_dinov3_vitl16,bootstrap_deduplicated,38,932,geometric_mean_eff_dimensionality,913.9716230683941,30.647936616076024
jwst_dinov3_vitl16,bootstrap_deduplicated,39,960,geometric_mean_eff_dimensionality,1085.3644712894202,36.395201647228596
jwst_dinov3_vitl16,bootstrap_deduplicated,40,938,geometric_mean_eff_dimensionality,950.757338787029,31.881461000494845
jwst_dinov3_vitl16,bootstrap_deduplicated,41,942,geometric_mean_eff_dimensionality,1289.7469259766142,43.248697268528005
jwst_dinov3_vitl16,bootstrap_deduplicated,42,939,geometric_mean_eff_dimensionality,847.250698283789,28.410603834452523
jwst_dinov3_vitl16,bootstrap_deduplicated,43,919,geometric_mean_eff_dimensionality,2520.1578826528403,84.50769925519752
jwst_dinov3_vitl16,bootstrap_deduplicated,44,959,geometric_mean_eff_dimensionality,734.7360406445068,24.637683528533827
jwst_dinov3_vitl16,bootstrap_deduplicated,45,949,geometric_mean_eff_dimensionality,868.3869347279027,29.119358918846558
jwst_dinov3_vitl16,bootstrap_deduplicated,46,950,geometric_mean_eff_dimensionality,735.7018568204722,24.67006995300989
jwst_dinov3_vitl16,bootstrap_deduplicated,47,951,geometric_mean_eff_dimensionality,923.2956955572191,30.960597945409024
jwst_dinov3_vitl16,bootstrap_deduplicated,48,955,geometric_mean_eff_dimensionality,714.4416344236821,23.957157284810183
jwst_dinov3_vitl16,bootstrap_deduplicated,49,924,geometric_mean_eff_dimensionality,1633.0203245980415,54.75958130190158
jwst_dinov3_vitl16,bootstrap_deduplicated,50,945,geometric_mean_eff_dimensionality,941.9836934577438,31.5872569801981
jwst_dinov3_vitl16,bootstrap_deduplicated,51,931,geometric_mean_eff_dimensionality,1587.1276212166867,53.22067502858625
jwst_dinov3_vitl16,bootstrap_deduplicated,52,939,geometric_mean_eff_dimensionality,1027.2469054773035,34.44636272451613
jwst_dinov3_vitl16,bootstrap_deduplicated,53,952,geometric_mean_eff_dimensionality,835.4889708622657,28.016201352567773
jwst_dinov3_vitl16,bootstrap_deduplicated,54,965,geometric_mean_eff_dimensionality,637.461990940479,21.375821962515623
jwst_dinov3_vitl16,bootstrap_deduplicated,55,940,geometric_mean_eff_dimensionality,1085.9869267629344,36.416074260138124
jwst_dinov3_vitl16,bootstrap_deduplicated,56,926,geometric_mean_eff_dimensionality,1777.484658248924,59.60386052159085
jwst_dinov3_vitl16,bootstrap_deduplicated,57,951,geometric_mean_eff_dimensionality,943.2510417492222,31.62975459076649
jwst_dinov3_vitl16,bootstrap_deduplicated,58,928,geometric_mean_eff_dimensionality,1716.7782955682042,57.56821224907113
jwst_dinov3_vitl16,bootstrap_deduplicated,59,960,geometric_mean_eff_dimensionality,766.3155304744064,25.696629099978942
jwst_dinov3_vitl16,bootstrap_deduplicated,60,947,geometric_mean_eff_dimensionality,1181.7344897614914,39.6267486047878
jwst_dinov3_vitl16,bootstrap_deduplicated,61,954,geometric_mean_eff_dimensionality,876.0489964148974,29.376288537889998
jwst_dinov3_vitl16,bootstrap_deduplicated,62,946,geometric_mean_eff_dimensionality,1033.3234535034542,34.650125788980624
jwst_dinov3_vitl16,bootstrap_deduplicated,63,922,geometric_mean_eff_dimensionality,1646.3611093326456,55.20693383959001
jwst_dinov3_vitl16,bootstrap_deduplicated,64,936,geometric_mean_eff_dimensionality,1175.3729054453052,39.413427503804655
jwst_dinov3_vitl16,bootstrap_deduplicated,65,965,geometric_mean_eff_dimensionality,663.835324157931,22.26019104400803
jwst_dinov3_vitl16,bootstrap_deduplicated,66,939,geometric_mean_eff_dimensionality,1320.9883074485092,44.296305153699336
jwst_dinov3_vitl16,bootstrap_deduplicated,67,949,geometric_mean_eff_dimensionality,877.9626263722882,29.440457717939424
jwst_dinov3_vitl16,bootstrap_deduplicated,68,932,geometric_mean_eff_dimensionality,1370.9416477448551,45.971375548143214
jwst_dinov3_vitl16,bootstrap_deduplicated,69,963,geometric_mean_eff_dimensionality,677.4176240583959,22.71564223739681
jwst_dinov3_vitl16,bootstrap_deduplicated,70,950,geometric_mean_eff_dimensionality,794.9674238451314,26.657404456448447
jwst_dinov3_vitl16,bootstrap_deduplicated,71,929,geometric_mean_eff_dimensionality,1095.9915987909437,36.75155792991516
jwst_dinov3_vitl16,bootstrap_deduplicated,72,959,geometric_mean_eff_dimensionality,1009.8072624344277,33.861564399169154
jwst_dinov3_vitl16,bootstrap_deduplicated,73,945,geometric_mean_eff_dimensionality,987.8928246636715,33.12671412283315
jwst_dinov3_vitl16,bootstrap_deduplicated,74,965,geometric_mean_eff_dimensionality,797.0990175579957,26.72888254980956
jwst_dinov3_vitl16,bootstrap_deduplicated,75,956,geometric_mean_eff_dimensionality,736.4707138518614,24.695851805498627
jwst_dinov3_vitl16,bootstrap_deduplicated,76,951,geometric_mean_eff_dimensionality,1107.60648047623,37.14103627772075
jwst_dinov3_vitl16,bootstrap_deduplicated,77,948,geometric_mean_eff_dimensionality,931.4292588737511,31.233338287336753
jwst_dinov3_vitl16,bootstrap_deduplicated,78,937,geometric_mean_eff_dimensionality,1108.9379129830882,37.185682805084234
jwst_dinov3_vitl16,bootstrap_deduplicated,79,947,geometric_mean_eff_dimensionality,1181.0498634954092,39.60379123731708
jwst_dinov3_vitl16,bootstrap_deduplicated,80,938,geometric_mean_eff_dimensionality,1083.6601570202042,36.33805138744105
jwst_dinov3_vitl16,bootstrap_deduplicated,81,947,geometric_mean_eff_dimensionality,1187.1223560622266,39.80741831127875
jwst_dinov3_vitl16,bootstrap_deduplicated,82,941,geometric_mean_eff_dimensionality,1042.1479095357067,34.9460336293574
jwst_dinov3_vitl16,bootstrap_deduplicated,83,958,geometric_mean_eff_dimensionality,713.3752872769098,23.921399785408514
jwst_dinov3_vitl16,bootstrap_deduplicated,84,971,geometric_mean_eff_dimensionality,446.3679357348446,14.967922259908605
jwst_dinov3_vitl16,bootstrap_deduplicated,85,946,geometric_mean_eff_dimensionality,947.8251157017862,31.7831356422534
jwst_dinov3_vitl16,bootstrap_deduplicated,86,947,geometric_mean_eff_dimensionality,1003.7719406622736,33.659183762328794
jwst_dinov3_vitl16,bootstrap_deduplicated,87,934,geometric_mean_eff_dimensionality,1301.386429557809,43.63900125499253
jwst_dinov3_vitl16,bootstrap_deduplicated,88,957,geometric_mean_eff_dimensionality,779.2197406353915,26.129342113285265
jwst_dinov3_vitl16,bootstrap_deduplicated,89,943,geometric_mean_eff_dimensionality,934.7281572411706,31.34395925796177
jwst_dinov3_vitl16,bootstrap_deduplicated,90,903,geometric_mean_eff_dimensionality,3481.5804518413847,116.74679423150896
jwst_dinov3_vitl16,bootstrap_deduplicated,91,944,geometric_mean_eff_dimensionality,984.6468516196402,33.01786788122121
jwst_dinov3_vitl16,bootstrap_deduplicated,92,958,geometric_mean_eff_dimensionality,790.0497102689477,26.492500240415016
jwst_dinov3_vitl16,bootstrap_deduplicated,93,933,geometric_mean_eff_dimensionality,1622.7064150748174,54.41372806384315
jwst_dinov3_vitl16,bootstrap_deduplicated,94,965,geometric_mean_eff_dimensionality,813.2322327069044,27.269872819985892
jwst_dinov3_vitl16,bootstrap_deduplicated,95,961,geometric_mean_eff_dimensionality,847.2592453665291,28.410890441217393
jwst_dinov3_vitl16,bootstrap_deduplicated,96,945,geometric_mean_eff_dimensionality,915.5346458880348,30.70034899201501
jwst_dinov3_vitl16,bootstrap_deduplicated,97,933,geometric_mean_eff_dimensionality,1172.771382787814,39.32619142393119
jwst_dinov3_vitl16,bootstrap_deduplicated,98,937,geometric_mean_eff_dimensionality,1327.4555762708087,44.51317014156355
jwst_dinov3_vitl16,bootstrap_deduplicated,99,932,geometric_mean_eff_dimensionality,1176.9692101364897,39.466955910771084
jwst_dinov3_vitl16,sparse_10pct,0,150,geometric_mean_eff_dimensionality,3713919709799.166,124537756961.19467
jwst_dinov3_vitl16,sparse_10pct,1,150,geometric_mean_eff_dimensionality,3684428941092.3296,123548851849.40123
jwst_dinov3_vitl16,sparse_10pct,2,150,geometric_mean_eff_dimensionality,3529211797403.2715,118344001872.17755
jwst_dinov3_vitl16,sparse_10pct,3,150,geometric_mean_eff_dimensionality,3807430885177.984,127673439189.79962
jwst_dinov3_vitl16,sparse_10pct,4,150,geometric_mean_eff_dimensionality,3350509510590.4688,112351631626.58978
jwst_dinov3_vitl16,sparse_10pct,5,150,geometric_mean_eff_dimensionality,3806864206450.6304,127654436921.80873
jwst_dinov3_vitl16,sparse_10pct,6,150,geometric_mean_eff_dimensionality,3518956733169.7056,118000121875.58755
jwst_dinov3_vitl16,sparse_10pct,7,150,geometric_mean_eff_dimensionality,3576375024473.181,119925512235.7001
jwst_dinov3_vitl16,sparse_10pct,8,150,geometric_mean_eff_dimensionality,3706296878144.476,124282142831.07143
jwst_dinov3_vitl16,sparse_10pct,9,150,geometric_mean_eff_dimensionality,3753215921040.473,125855465039.84625
jwst_dinov3_vitl16,sparse_10pct,10,150,geometric_mean_eff_dimensionality,3378399562981.1255,113286860397.71753
jwst_dinov3_vitl16,sparse_10pct,11,150,geometric_mean_eff_dimensionality,3585356072953.9966,120226671043.74042
jwst_dinov3_vitl16,sparse_10pct,12,150,geometric_mean_eff_dimensionality,3682495367596.999,123484013908.66904
jwst_dinov3_vitl16,sparse_10pct,13,150,geometric_mean_eff_dimensionality,3576847471884.9404,119941354673.2163
jwst_dinov3_vitl16,sparse_10pct,14,150,geometric_mean_eff_dimensionality,3607874730398.6514,120981782437.38077
jwst_dinov3_vitl16,sparse_10pct,15,150,geometric_mean_eff_dimensionality,3833756635103.903,128556212675.03271
jwst_dinov3_vitl16,sparse_10pct,16,150,geometric_mean_eff_dimensionality,3904075733657.0073,130914201939.64456
jwst_dinov3_vitl16,sparse_10pct,17,150,geometric_mean_eff_dimensionality,3460597576643.066,116043181763.82408
jwst_dinov3_vitl16,sparse_10pct,18,150,geometric_mean_eff_dimensionality,3506293617487.7314,117575493411.21548
jwst_dinov3_vitl16,sparse_10pct,19,150,geometric_mean_eff_dimensionality,3819669596514.975,128083836230.4203
jwst_dinov3_vitl16,sparse_10pct,20,150,geometric_mean_eff_dimensionality,3775136594148.3945,126590524403.87535
jwst_dinov3_vitl16,sparse_10pct,21,150,geometric_mean_eff_dimensionality,3854087858424.6714,129237973495.53859
jwst_dinov3_vitl16,sparse_10pct,22,150,geometric_mean_eff_dimensionality,3762652129279.606,126171886583.69914
jwst_dinov3_vitl16,sparse_10pct,23,150,geometric_mean_eff_dimensionality,3757570949580.4717,126001500907.13826
jwst_dinov3_vitl16,sparse_10pct,24,150,geometric_mean_eff_dimensionality,3503035870642.5254,117466252362.2561
jwst_dinov3_vitl16,contiguous_region,0,125,geometric_mean_eff_dimensionality,9390228856839.693,314879731001.5992
jwst_dinov3_vitl16,contiguous_region,1,125,geometric_mean_eff_dimensionality,9578836266492.232,321204246763.858
jwst_dinov3_vitl16,contiguous_region,2,125,geometric_mean_eff_dimensionality,9765740757722.047,327471659072.8314
jwst_dinov3_vitl16,contiguous_region,3,125,geometric_mean_eff_dimensionality,9460592840262.93,317239225377.1139
jwst_dinov3_vitl16,contiguous_region,4,125,geometric_mean_eff_dimensionality,9560561198732.152,320591434391.7571
jwst_dinov3_vitl16,contiguous_region,5,125,geometric_mean_eff_dimensionality,9928001305390.713,332912693405.5427
jwst_dinov3_vitl16,contiguous_region,6,125,geometric_mean_eff_dimensionality,9445461589640.629,316731833683.22595
jwst_dinov3_vitl16,contiguous_region,7,125,geometric_mean_eff_dimensionality,9671555853309.066,324313384890.36896
jwst_dinov3_vitl16,contiguous_region,8,124,geometric_mean_eff_dimensionality,9759711556202.738,327269483664.5961
jwst_dinov3_vitl16,contiguous_region,9,124,geometric_mean_eff_dimensionality,10346820161434.328,346956820629.7002
jwst_dinov3_vitl16,contiguous_region,10,124,geometric_mean_eff_dimensionality,10041708110871.836,336725589647.8817
jwst_dinov3_vitl16,contiguous_region,11,124,geometric_mean_eff_dimensionality,10198283706061.266,341975992172.2836
jwst_dinov3_vitl16,bootstrap_deduplicated,0,941,mle_dimensionality,13.160428214897765,1.0477929067214304
jwst_dinov3_vitl16,bootstrap_deduplicated,1,950,mle_dimensionality,13.529933426705268,1.0772117777191255
jwst_dinov3_vitl16,bootstrap_deduplicated,2,939,mle_dimensionality,13.410964388458336,1.0677398279953698
jwst_dinov3_vitl16,bootstrap_deduplicated,3,945,mle_dimensionality,13.268503768379198,1.0563975506189327
jwst_dinov3_vitl16,bootstrap_deduplicated,4,958,mle_dimensionality,13.255106318208622,1.0553308867514917
jwst_dinov3_vitl16,bootstrap_deduplicated,5,934,mle_dimensionality,13.410363626041068,1.0676919971353735
jwst_dinov3_vitl16,bootstrap_deduplicated,6,939,mle_dimensionality,13.589138932638454,1.0819255384070505
jwst_dinov3_vitl16,bootstrap_deduplicated,7,971,mle_dimensionality,13.191222881715731,1.0502446835884012
jwst_dinov3_vitl16,bootstrap_deduplicated,8,961,mle_dimensionality,13.340351901594387,1.0621178784923702
jwst_dinov3_vitl16,bootstrap_deduplicated,9,916,mle_dimensionality,12.902141421730398,1.0272289049001042
jwst_dinov3_vitl16,bootstrap_deduplicated,10,936,mle_dimensionality,13.338417383769812,1.0619638581199768
jwst_dinov3_vitl16,bootstrap_deduplicated,11,945,mle_dimensionality,13.757226200362236,1.0953081308238986
jwst_dinov3_vitl16,bootstrap_deduplicated,12,941,mle_dimensionality,13.392176001952372,1.0662439543210311
jwst_dinov3_vitl16,bootstrap_deduplicated,13,931,mle_dimensionality,12.986859402436348,1.033973890534764
jwst_dinov3_vitl16,bootstrap_deduplicated,14,931,mle_dimensionality,13.204243179286255,1.0512813197232613
jwst_dinov3_vitl16,bootstrap_deduplicated,15,934,mle_dimensionality,13.140194885385228,1.0461819911192622
jwst_dinov3_vitl16,bootstrap_deduplicated,16,942,mle_dimensionality,13.013791105805755,1.036118110106924
jwst_dinov3_vitl16,bootstrap_deduplicated,17,961,mle_dimensionality,13.980737377082496,1.1131034047858308
jwst_dinov3_vitl16,bootstrap_deduplicated,18,959,mle_dimensionality,13.233209497225475,1.053587529063486
jwst_dinov3_vitl16,bootstrap_deduplicated,19,959,mle_dimensionality,13.276415411089557,1.0570274513316653
jwst_dinov3_vitl16,bootstrap_deduplicated,20,932,mle_dimensionality,13.45355185826125,1.0711305116453282
jwst_dinov3_vitl16,bootstrap_deduplicated,21,951,mle_dimensionality,13.444943382837689,1.0704451312504653
jwst_dinov3_vitl16,bootstrap_deduplicated,22,948,mle_dimensionality,12.965660179427106,1.0322860734565973
jwst_dinov3_vitl16,bootstrap_deduplicated,23,945,mle_dimensionality,13.424264015662875,1.0687987034984616
jwst_dinov3_vitl16,bootstrap_deduplicated,24,928,mle_dimensionality,13.78219837845824,1.0972963390073343
jwst_dinov3_vitl16,bootstrap_deduplicated,25,961,mle_dimensionality,13.252659267965578,1.0551360601208393
jwst_dinov3_vitl16,bootstrap_deduplicated,26,944,mle_dimensionality,13.978307890254959,1.1129099765004211
jwst_dinov3_vitl16,bootstrap_deduplicated,27,928,mle_dimensionality,12.937516315769853,1.030045345402291
jwst_dinov3_vitl16,bootstrap_deduplicated,28,936,mle_dimensionality,13.605196335685273,1.083203979559427
jwst_dinov3_vitl16,bootstrap_deduplicated,29,930,mle_dimensionality,13.616874510018066,1.0841337599609118
jwst_dinov3_vitl16,bootstrap_deduplicated,30,947,mle_dimensionality,12.984928982668096,1.0338201964370386
jwst_dinov3_vitl16,bootstrap_deduplicated,31,934,mle_dimensionality,12.939177872307418,1.0301776334346977
jwst_dinov3_vitl16,bootstrap_deduplicated,32,955,mle_dimensionality,13.490752988522068,1.0740923514709642
jwst_dinov3_vitl16,bootstrap_deduplicated,33,943,mle_dimensionality,13.07918655464274,1.04132469505267
jwst_dinov3_vitl16,bootstrap_deduplicated,34,943,mle_dimensionality,13.377719426679045,1.0650929661632347
jwst_dinov3_vitl16,bootstrap_deduplicated,35,942,mle_dimensionality,12.65237329232376,1.0073431329446672
jwst_dinov3_vitl16,bootstrap_deduplicated,36,948,mle_dimensionality,13.57143435696695,1.0805159544252683
jwst_dinov3_vitl16,bootstrap_deduplicated,37,938,mle_dimensionality,13.010961525344984,1.0358928275942745
jwst_dinov3_vitl16,bootstrap_deduplicated,38,932,mle_dimensionality,13.724364416738679,1.0926917764605961
jwst_dinov3_vitl16,bootstrap_deduplicated,39,960,mle_dimensionality,12.467867119308728,0.9926533176761471
jwst_dinov3_vitl16,bootstrap_deduplicated,40,938,mle_dimensionality,13.387069492755973,1.0658373897300675
jwst_dinov3_vitl16,bootstrap_deduplicated,41,942,mle_dimensionality,13.157427869504557,1.0475540284289173
jwst_dinov3_vitl16,bootstrap_deduplicated,42,939,mle_dimensionality,13.71544853944175,1.0919819216719544
jwst_dinov3_vitl16,bootstrap_deduplicated,43,919,mle_dimensionality,12.744285499006828,1.0146609007734233
jwst_dinov3_vitl16,bootstrap_deduplicated,44,959,mle_dimensionality,13.346101648937495,1.0625756557305552
jwst_dinov3_vitl16,bootstrap_deduplicated,45,949,mle_dimensionality,13.761304150588767,1.0956328047062032
