dataset_id,ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,sample_id,k,stage
physics_vit_base,,,,,,,,,,,,,,,,,,
desi_vit_base_hsc,1.0,37.0,0.108233886169786,0.0921743585582494,0.0921743585582493,0.8917661138302139,0.9078256414417506,1412.288011305091,192.2005944162712,0.2734005610473274,1024.0,1024.0,703.0,204.9929729041484,22.18718609491364,18157.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,38.0,0.1061293279497564,0.0905882372295202,0.0905882372295202,0.8938706720502436,0.9094117627704796,1447.01312636975,197.6112780186384,0.2666818866648291,1024.0,1024.0,741.0,204.9929729041484,21.755766448739895,18157.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,9.0,0.2458176616242479,0.2179908565413945,0.2179908565413945,0.754182338375752,0.7820091434586054,401.02904388417454,28.27000064660917,0.6282222365913148,1024.0,1024.0,45.0,224.79982350069812,55.259766946485286,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,10.0,0.2280318767029498,0.200318694181267,0.200318694181267,0.7719681232970501,0.799681305818733,439.50812152835465,33.30397012156359,0.6055267294829744,1024.0,1024.0,55.0,224.79982350069812,51.261525635356094,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,11.0,0.2157971313773628,0.1877498326618309,0.1877498326618309,0.7842028686226371,0.812250167338169,470.770137885226,38.89782655924107,0.5893610084733495,1024.0,1024.0,66.0,224.79982350069812,48.51115704558814,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,12.0,0.2051578288845388,0.1770821606201841,0.1770821606201841,0.7948421711154612,0.8229178393798159,502.1556646363029,44.74056141977803,0.5735969412792056,1024.0,1024.0,78.0,224.79982350069812,46.11944372303076,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,13.0,0.1951722361469816,0.1669207939391369,0.1669207939391369,0.8048277638530184,0.833079206060863,539.6001364962337,50.40930941122138,0.5539484550683668,1024.0,1024.0,91.0,224.79982350069812,43.87468423807806,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,15.0,0.1777150107210903,0.1506090425580667,0.1506090425580667,0.8222849892789097,0.8493909574419333,607.1652424148131,62.504097651797096,0.5208674804316424,1024.0,1024.0,120.0,224.79982350069812,39.95030304352579,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,16.0,0.1712560802487919,0.1448359309487515,0.1448359309487515,0.8287439197512081,0.8551640690512485,644.3099228564733,68.49118223829726,0.5036116341051269,1024.0,1024.0,136.0,224.79982350069812,38.49833661334984,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,17.0,0.1648368994108751,0.1388246840401634,0.1388246840401634,0.8351631005891249,0.8611753159598365,682.008311100359,74.48231033546838,0.4868124858527345,1024.0,1024.0,153.0,224.79982350069812,37.05530589396706,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,18.0,0.1591644574661875,0.1337264778031792,0.1337264778031792,0.8408355425338124,0.8662735221968207,715.2209838233069,80.92301324190268,0.4732339955666823,1024.0,1024.0,171.0,224.79982350069812,35.78014194598334,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,19.0,0.1538022313270254,0.1295879079797084,0.1295879079797084,0.8461977686729746,0.8704120920202916,753.8561630330369,86.90739993119477,0.4574073680589198,1024.0,1024.0,190.0,224.79982350069812,34.57471445632887,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,32.0,0.1104003135188008,0.0938319414705289,0.0938319414705289,0.8895996864811991,0.906168058529471,1210.934814121068,165.7608150780983,0.3139409376479134,1024.0,1024.0,528.0,224.79982350069812,24.817970993448174,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,33.0,0.1081570551884244,0.0920940251032095,0.0920940251032095,0.8918429448115756,0.9079059748967904,1248.2685121553868,171.5653610854621,0.3058206079954761,1024.0,1024.0,561.0,224.79982350069812,24.313686916713078,3074.0,2048.0,fine_closest
desi_vit_base_hsc,1.0,34.0,0.1061812031909239,0.0906360054988461,0.0906360054988461,0.893818796809076,0.9093639945011538,1289.0398594914866,176.5747118047047,0.2967642215205121,1024.0,1024.0,595.0,224.79982350069812,23.869515736411472,3074.0,2048.0,fine_closest
