ok,d,lin_nmse,quad_nmse,quadN_nmse,lin_r2,quad_r2,lam,df,df_frac,n_tr,n_te,m_d,energy,test_sse_lin,dataset_id,sample_id,k,stage
1.0,36.0,0.10565757848958506,0.08513708747749728,0.08513708747749728,0.894342421510415,0.9148629125225027,1390.9133353333823,177.09176603110595,0.2659035525992582,1024.0,1024.0,666.0,500.29288558119015,52.859734826075595,desi_vit_base_hsc,4468,2048,fine_closest
1.0,37.0,0.1040698552052731,0.08406468576658666,0.08406468576658666,0.8959301447947269,0.9159353142334133,1427.2751027599068,182.0526395131568,0.2589653478138788,1024.0,1024.0,703.0,500.29288558119015,52.06540816266273,desi_vit_base_hsc,4468,2048,fine_closest
1.0,38.0,0.10234405179094329,0.08284996084765425,0.08284996084765425,0.8976559482090567,0.9171500391523457,1463.6174512479593,187.05272482475556,0.25243282702396164,1024.0,1024.0,741.0,500.29288558119015,51.20200099256179,desi_vit_base_hsc,4468,2048,fine_closest
1.0,9.0,0.2467865417258701,0.20978661665387158,0.20978661665387158,0.7532134582741299,0.7902133833461285,392.18327911751265,28.33611749331068,0.6296914998513484,1024.0,1024.0,45.0,313.5211226956237,77.37279362806518,desi_vit_base_hsc,3260,2048,fine_closest
1.0,10.0,0.23280173371458232,0.19588556122811454,0.19588556122811454,0.7671982662854177,0.8041144387718855,429.6045780151696,33.2741429334903,0.604984416972551,1024.0,1024.0,55.0,313.5211226956237,72.98826091968348,desi_vit_base_hsc,3260,2048,fine_closest
1.0,11.0,0.22091950673713603,0.18504762249354742,0.18504762249354742,0.779080493262864,0.8149523775064526,468.29046810981686,38.29445604471901,0.5802190309805911,1024.0,1024.0,66.0,313.5211226956237,69.2629317775903,desi_vit_base_hsc,3260,2048,fine_closest
1.0,12.0,0.21088396132350146,0.1750402545042109,0.1750402545042109,0.7891160386764986,0.8249597454957891,503.8537850271938,43.881779076158516,0.5625869112328015,1024.0,1024.0,78.0,313.5211226956237,66.11657631264467,desi_vit_base_hsc,3260,2048,fine_closest
1.0,13.0,0.20234903063404616,0.16742571735927647,0.16742571735927647,0.7976509693659538,0.8325742826407235,536.5430264187095,49.45348951568588,0.5434449397328118,1024.0,1024.0,91.0,313.5211226956237,63.44069526075731,desi_vit_base_hsc,3260,2048,fine_closest
1.0,15.0,0.18700328853774925,0.1523799230581039,0.1523799230581039,0.8129967114622507,0.8476200769418961,603.1659664437238,61.46082844663693,0.5121735703886411,1024.0,1024.0,120.0,313.5211226956237,58.62948097012881,desi_vit_base_hsc,3260,2048,fine_closest
1.0,16.0,0.18085549780749682,0.1473175472653686,0.14731754726536858,0.8191445021925032,0.8526824527346314,641.0079196961296,67.20700394435843,0.49416914664969436,1024.0,1024.0,136.0,313.5211226956237,56.70201871828232,desi_vit_base_hsc,3260,2048,fine_closest
1.0,17.0,0.17506803383996242,0.1425287748624894,0.1425287748624894,0.8249319661600376,0.8574712251375106,679.4464133157085,73.06712624005655,0.4775629166016768,1024.0,1024.0,153.0,313.5211226956237,54.88752651762046,desi_vit_base_hsc,3260,2048,fine_closest
1.0,18.0,0.16997496698869874,0.1387091496908219,0.1387091496908219,0.8300250330113013,0.8612908503091781,713.5720651684153,78.98485804228726,0.46189975463325883,1024.0,1024.0,171.0,313.5211226956237,53.29074248044841,desi_vit_base_hsc,3260,2048,fine_closest
1.0,19.0,0.16520382962784294,0.1350486499813117,0.1350486499813117,0.834796170372157,0.8649513500186883,750.486036250059,85.06511253025238,0.4477111185802757,1024.0,1024.0,190.0,313.5211226956237,51.794890138537866,desi_vit_base_hsc,3260,2048,fine_closest
1.0,32.0,0.12280916175513057,0.10148408367962021,0.10148408367962021,0.8771908382448694,0.8985159163203797,1214.1877774714906,161.8678691893395,0.30656793407071875,1024.0,1024.0,528.0,313.5211226956237,38.50326627077699,desi_vit_base_hsc,3260,2048,fine_closest
1.0,33.0,0.1203789826595599,0.09971664235486365,0.09971664235486365,0.8796210173404401,0.9002833576451363,1253.1960147104846,166.99482168525833,0.2976734789398544,1024.0,1024.0,561.0,313.5211226956237,37.74135379238224,desi_vit_base_hsc,3260,2048,fine_closest
1.0,34.0,0.11847992942617175,0.09832136551038781,0.09832136551038781,0.8815200705738282,0.9016786344896122,1295.153746219277,171.63345142929435,0.28845958223410817,1024.0,1024.0,595.0,313.5211226956237,37.145960490591634,desi_vit_base_hsc,3260,2048,fine_closest
1.0,35.0,0.11648719603932021,0.0967382308771411,0.0967382308771411,0.8835128039606798,0.9032617691228589,1332.6499069370932,176.76780824687432,0.2805838226140862,1024.0,1024.0,630.0,313.5211226956237,36.52119648191289,desi_vit_base_hsc,3260,2048,fine_closest
1.0,36.0,0.11452707579358237,0.09526110473918009,0.09526110473918008,0.8854729242064177,0.90473889526082,1369.9748278973748,181.71344828291657,0.27284301543981465,1024.0,1024.0,666.0,313.5211226956237,35.906657381850735,desi_vit_base_hsc,3260,2048,fine_closest
1.0,37.0,0.11255502495449451,0.09387462912304374,0.09387462912304374,0.8874449750455055,0.9061253708769562,1406.6431572476056,187.01057552960816,0.266017888377821,1024.0,1024.0,703.0,313.5211226956237,35.288377788767065,desi_vit_base_hsc,3260,2048,fine_closest
1.0,38.0,0.11069484014471483,0.09246342391936373,0.09246342391936373,0.8893051598552851,0.9075365760806363,1443.5659692229387,192.22960049810234,0.2594191639650504,1024.0,1024.0,741.0,313.5211226956237,34.70517055878359,desi_vit_base_hsc,3260,2048,fine_closest
1.0,9.0,0.2608582948963175,0.23156666461314696,0.23156666461314696,0.7391417051036825,0.7684333353868531,408.74939197874136,27.988454493914926,0.6219656554203317,1024.0,1024.0,45.0,254.22244074859475,66.31603241805854,desi_vit_base_hsc,3107,2048,fine_closest
1.0,10.0,0.2463657742068742,0.21111251956303737,0.21111251956303737,0.7536342257931258,0.7888874804369627,70.49002338723395,49.23874037060594,0.895249824920108,1024.0,1024.0,55.0,254.22244074859475,62.631708435788745,desi_vit_base_hsc,3107,2048,fine_closest
1.0,11.0,0.23505954024675166,0.20382311957946775,0.20382311957946775,0.7649404597532483,0.7961768804205323,482.57866351173624,38.44250847823415,0.5824622496702144,1024.0,1024.0,66.0,254.22244074859475,59.757410042771745,desi_vit_base_hsc,3107,2048,fine_closest
1.0,12.0,0.2233022767121511,0.19144407344015743,0.19144407344015743,0.7766977232878489,0.8085559265598425,519.1434705726443,44.043338401717904,0.564658184637409,1024.0,1024.0,78.0,254.22244074859475,56.768449810481144,desi_vit_base_hsc,3107,2048,fine_closest
1.0,13.0,0.21202141194429908,0.17994312115718014,0.17994312115718014,0.7879785880557009,0.8200568788428199,552.7288271815609,49.97593592134763,0.5491861090257981,1024.0,1024.0,91.0,254.22244074859475,53.90060083544297,desi_vit_base_hsc,3107,2048,fine_closest
1.0,15.0,0.19426983044382212,0.16275777947089218,0.16275777947089218,0.8057301695561778,0.8372422205291078,620.8794675731502,61.99877111412977,0.5166564259510814,1024.0,1024.0,120.0,254.22244074859475,49.38775045924412,desi_vit_base_hsc,3107,2048,fine_closest
1.0,16.0,0.18672855655175832,0.15612893422957905,0.15612893422957907,0.8132714434482416,0.8438710657704209,659.166282094981,67.97059697665432,0.49978380129892885,1024.0,1024.0,136.0,254.22244074859475,47.47058940405,desi_vit_base_hsc,3107,2048,fine_closest
1.0,17.0,0.1799593420579207,0.15035689580115638,0.15035689580115638,0.8200406579420794,0.8496431041988436,699.2417071688284,73.70123723519833,0.481707432909793,1024.0,1024.0,153.0,254.22244074859475,45.74970317347584,desi_vit_base_hsc,3107,2048,fine_closest
1.0,18.0,0.17355392398963748,0.1452620525499903,0.1452620525499903,0.8264460760103625,0.8547379474500096,737.2429604018673,79.50013535125075,0.46491307222953654,1024.0,1024.0,171.0,254.22244074859475,44.12130215814173,desi_vit_base_hsc,3107,2048,fine_closest
1.0,19.0,0.16750959685881814,0.13987920988275138,0.13987920988275138,0.8324904031411818,0.8601207901172486,774.0425387372261,85.71764709419926,0.4511455110221014,1024.0,1024.0,190.0,254.22244074859475,42.584698562261885,desi_vit_base_hsc,3107,2048,fine_closest
1.0,32.0,0.1238783146710179,0.10431097281210995,0.10431097281210995,0.8761216853289822,0.89568902718789,1224.4942959735415,164.577368962599,0.31169956242916474,1024.0,1024.0,528.0,254.22244074859475,31.492647511488624,desi_vit_base_hsc,3107,2048,fine_closest
1.0,33.0,0.12147011679598045,0.10246435859732966,0.10246435859732966,0.8785298832040196,0.8975356414026703,1262.8392699177998,169.46209524919698,0.3020714710324367,1024.0,1024.0,561.0,254.22244074859475,30.880429569891024,desi_vit_base_hsc,3107,2048,fine_closest
1.0,34.0,0.11943301646056233,0.10091875680872862,0.10091875680872862,0.8805669835394376,0.8990812431912714,1303.347280369332,174.47487758113425,0.2932350883716542,1024.0,1024.0,595.0,254.22244074859475,30.36255295057125,desi_vit_base_hsc,3107,2048,fine_closest
